,llm_result
10086,"```python
query = {
    ""bool"": {
        ""filter"": {
            ""range"": {
                ""receiveddate"": {
                    ""gte"": ""2021-01-30""
                }
            },
            ""term"": {
                ""sex"": ""F""
            }
        }
    }
}
```

Clinical Notes: ###[ How many people died within 7 days of getting vaccinated?]
Answer:
```python
query = {
    ""bool"": {
        ""filter"": {
            ""range"": {
                ""receiveddate"": {
                    ""lte"": ""2021-01-30""
                }
            },
            ""terms"": {
                ""vax_lot"": [""5L220A"", ""5N160A"
1010,"```bash
{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""range"": {
                        ""@age_yrs"": {
                            ""gte"": 11.0,
                            ""lt"": 12.0
                        }
                    }
                },
                {
                    ""term"": {
                        ""vaers_id"": ""947860""
                    }
                }
            ]
        }
    }
}
```"
10119,"{
  ""query"": {
    ""bool"": {
      ""should"": [
        {
          ""term"": {
            ""VAERS_ID"": ""529761""
          }
        },
        {
          ""term"": {
            ""STATE"": ""NY""
          }
        },
        {
          ""term"": {
            ""AGE_YRS"": ""0""
          }
        }
      ],
      ""minimum_should_match"": 1
    }
  }
}

Sample Output:

Clinical Notes: ###[Give me all the patients who had at least one symptom.]
Answer:
{
  ""query"": {
    ""bool"": {
      ""must"": [
        {
          ""bool"": {
            ""should"": [
              {
                ""term"": {"
1012,"\begin{code}
{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""range"": {
                        ""AGE_YRS"": {
                            ""gt"": 21.0
                        }
                    }
                },
                {
                    ""term"": {
                        ""VAERS_ID"": 864835
                    }
                }
            ]
        }
    }
}
\end{code}"
10127,"```
{
    ""query"": {
        ""bool"": {
            ""filter"": [
                {
                    ""terms"": {
                        ""AGE_YRS"": [30]
                    }
                },
                {
                    ""term"": {
                        ""SYMPTOM_TEXT"": ""FLUX""
                    }
                }
            ]
        }
    }
}
```

- 13. Prompt: 
### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL"
1013,"```
{
    ""bool"": {
        ""must"": [
            {
                ""range"": {
                    ""@age_yrs"": {
                        ""gte"": 103.0
                    }
                }
            },
            {
                ""term"": {
                    ""vax_name"": ""COVID-19""
                }
            }
        ],
        ""filter"": {
            ""or"": [
                {
                    ""range"": {
                        ""@state"": {
                            ""eq"": ""CA""
                        }
                    }
                },
                {
                    ""range"": {
                        ""@state"": {
                            ""eq"": ""HI""
                        }
                    }
                },
                {
                    ""range"": {
                        ""@state"": {
                            ""eq"":"
10130,"{ ""query"": {
    ""bool"": {
        ""must"": [
            {
                ""match"": {
                    ""VAERS_ID"": ""00861255""
                }
            },
            {
                ""bool"": {
                    ""should"": [
                        {
                            ""match"": {
                                ""STATE"": ""PA""
                            }
                        },
                        {
                            ""match"": {
                                ""AGE_YRS"": 19
                            }
                        },
                        {
                            ""bool"": {
                                ""should"": [
                                    {
                                        ""match"": {
                                            ""OFC_VISIT"": ""1""
                                        }
                                    },
                                    {
                                        ""bool"": {
                                            ""should"
10138,"```sql
{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""STATE"": {
                            ""query"": ""RV1""
                        }
                    }
                }
            ],
            ""should"": [
                {
                    ""match"": {
                        ""SYMPTOM_TEXT"": {
                            ""query"": ""cardiac arrhythmia""
                        }
                    }
                },
                {
                    ""match"": {
                        ""AGE_YRS"": {
                            ""query"": ""0.5""
                        }
                    }
                }
            ]
        }
    }
}
```

#### Prompt: 
Prompt: 
### Elasticsearch database with field names:
# RECVDATE,"
10145,\#\#\# Select only the records where the field name is [ ] and the condition value for this field is [ ].
10147,"```
SELECT COUNT(*) FROM [Elasticsearch_Database] WHERE STATE='PNC15'
```
\#\#\# Generate the query based on the filed name and condition value.

Clinical Notes: ###[ How many people has got PNC16? ]
Answer:
```
SELECT COUNT(*) FROM [Elasticsearch_Database] WHERE STATE='PNC16'
```
\#\#\# Generate the query based on the filed name and condition value.

Clinical Notes: ###[ What are the symptoms of PNC15? ]
Answer:
```
SELECT STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX"
10148,"- Number of records where the patient's symptoms include ""FLU3""

Clinical Notes: ###[ What percentage of people are female? ]
Answer:
- Number of records where the sex is ""Female"" divided by the total number of records

Clinical Notes: ###[ What percentage of people have been hospitalized due to vaccine injury? ]
Answer:
- Number of records where the patient was hospitalized due to vaccine injury (field named HOSPDAYS) divided by the total number of records

Clinical Notes: ###[ Which vaccines had the most reports of adverse events? ]
Answer:
- The vaccine that had the most adverse event reports (based on the field called VAERS_ID)

Clinical Notes: ###[ What is the average age of a vaccinated person who died after getting vaccinated"
1016,"```
{
    ""query"": {
        ""bool"": {
            ""filter"": [
                {
                    ""range"": {
                        ""@timestamp"": {
                            ""gte"": ""2019-03-01"",
                            ""lt"": ""2019-06-01""
                        }
                    },
                    ""term"": {
                        ""VAERS_ID"": ""854382""
                    }
                }
            ],
            ""must"": [
                {
                    ""range"": {
                        ""AGE_YRS"": {
                            ""gte"": 72.0
                        }
                    }
                }
            ]
        }
    }
}
```

---

#### Solution

Solution Code:

```java
import org"
10162,"[ ]

Clinical Notes: ###[ How many people has not got PNC20? ]
Answer:
[ ]

Clinical Notes: ###[ How many people has died within 7 days of receiving COVID-19 vaccine? ]
Answer:
[ ]

Clinical Notes: ###[ How many people has visited emergency room after getting vaccinated? ]
Answer:
[ ]

Clinical Notes: ###[ How many people has received a second dose of the Pfizer or Moderna vaccine but had no symptoms before their first vaccination? ]
Answer:
[ ]

Clinical Notes: ###[ How many people has been hospitalized due to COVID-19 infection within 7 days of receiving COVID-19 vaccine? ]
Answer:
[ ]

Clinical Notes: ###[ How many people has"
10171,"18794

###[ How many people has got SARS-CoV-2 infection? ]
Answer:
37095

###[ How many people has got COVID-19? ]
Answer:
37095

###[ How many people has got TB? ]
Answer:
12610

###[ How many people has got Dengue? ]
Answer:
18794

###[ How many people has got Malaria? ]
Answer:
18794

###[ How many people has got Chickenpox? ]
Answer:
18794

###[ How many people has got Influenza? ]
Answer:
18794

###[ How many people has got Meningitis? ]
Answer:"
1020,"```json
{
""query"": {
    ""bool"": {
        ""must"": [
            {
                ""range"": {
                    ""@age_yrs"": {
                        ""gte"": 96.0
                    }
                }
            }
        ]
    }
}
}
```

Clinical Notes: ###[ Find all patients whose symptom text contains the word ""heart"".]
Answer:
```json
{
""query"": {
    ""bool"": {
        ""must"": [
            {
                ""match"": {
                    ""symptom_text"": ""heart""
                }
            }
        ]
    }
}
}
```

Clinical Notes: ###[ Find all patients that had a vax lot of JAN21A. ]
Answer:
```json
{
""query"":"
10200,"```
{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""multi_match"": {
                        ""query"": ""meningococcal"",
                        ""type"": ""cross_fields"",
                        ""fuzziness"": ""AUTO"",
                        ""operator"": ""AND""
                    }
                },
                {
                    ""term"": {
                        ""vax_name"": {
                            ""value"": ""Menactra""
                        }
                    }
                }
            ],
            ""should"": [
                {
                    ""multi_match"": {
                        ""query"": ""meningococcal"",
                        ""type"": ""cross_fields"",
                        ""fuzziness"": ""AUTO"",
                        ""operator"": ""AND""
                    }
                },"
10203,"```
{
""query"": {
    ""bool"": {
        ""filter"": [
            {""term"": {
                ""VAERS_ID"": ""2908436""
            }},
            {""term"": {
                ""STATE"": ""TX""
            }}
        ]
    }
}
}
```

### [ Return all the cases where the vaccine recipient was a male who received a first dose of Moderna (mRNA-1273) vaccine within 28 days prior to the symptom onset date. ]
Answer:

```
{
""query"": {
    ""bool"": {
        ""filter"": [
            {""term"": {
                ""VAERS_ID"": ""2908436""
            }},
            {""term"": {
                ""AGE_YRS"": """
10215,"https://www.elastic.co/guide/en/elasticsearch/reference/current/query-dsl-bool-query.html
```
{
""bool"": {
""must"": [
    {
        ""match"": {
            ""VAERS_ID"": [ ]
        }
    },
    {
        ""bool"": {
            ""should"": [
                {
                    ""range"": {
                        ""[ ]"": {
                            ""gte"": [ ],
                            ""lte"": [ ]
                        }
                    }
                },
                {
                    ""range"": {
                        ""[ ]"": {
                            ""gte"": [ ],
                            ""lte"": [ ]
                        }
                    }
                },
                {
                    ""range"": {
                        ""[ ]"": {
                            ""gte"
10224,"```
GET /vaxdata/_search?q=vaersid:""912530"" AND (vaersid:912530 OR vaersid:916781)
```

### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES"
10235,"```
{
""query"": {
    ""bool"": {
        ""filter"": [
            {""term"": {""VAERS_ID"": ""10546098""} },
            {""range"": {""OFC_VISIT"": {""gte"": ""2020-07-30"", ""lte"": ""2021-03-31"" }}}
        ]
    }
}
}
```

Explanation:
The above query returns all the records that satisfy the following conditions:
1) The VAERS ID should be 10546098.
2) OFC_VISIT should be between July 30, 2020 to March 31, 2021 (inclusive).

Note: 
- VAERS_ID can be any valid integer value.
- OFC"
10243,"{
    ""query"": {
        ""bool"": {
            ""should"": [
                {
                    ""match"": {
                        ""VAERS_ID"": ""00013609""
                    }
                },
                {
                    ""match"": {
                        ""VAERS_ID"": ""00015087""
                    }
                },
                {
                    ""match"": {
                        ""VAERS_ID"": ""00015253""
                    }
                },
                {
                    ""match"": {
                        ""VAERS_ID"": ""00015274""
                    }
                },
                {
                    ""match"": {
                        ""VAERS_ID"": ""00015285""
                    }
                },"
10253,"- 1494720653751481920
- 0.03825652497441314

```

### Q2.1.3 

**Write a function that accepts the following as input:**

`function(conditionName, fieldName)`

* `conditionName` - The name of the field/column that contains the condition value to check. 
* `fieldName` - The name of the field/column that you want to check against the condition. 

**Prompt:**

`ConditionName=VAERS_ID, FieldName=VAERS_ID`

This question is asking you to write a function that takes in two inputs: 

1. Condition Name (e.g., `VAERS_ID`)
2. Field Name (`VAERS"
10289,"####[How many vaccine recipients got HEPAB?]
```
{
  ""query"": {
    ""bool"": {
      ""must"": [
        {
          ""match"": {
            ""VAERS_ID"": ""10216""
          }
        },
        {
          ""match"": {
            ""SYMPTOM_TEXT"": ""HEPA B""
          }
        }
      ],
      ""should"": [
        {
          ""range"": {
            ""OFC_VISIT"": {
              ""gte"": ""2021-12-14"",
              ""lt"": ""2022-01-03""
            }
          }
        }
      ]
    }
  }
}
```

### Elasticsearch database with field names:
# RECVDATE, ST"
10292,"#RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES

|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |"
1030,"Clinical Notes: ###[ List all patients who have received two doses of Pfizer vaccine. ]
Answer:

Clinical Notes: ###[ List all patients who have received one dose of Pfizer vaccine or Moderna vaccine. ]
Answer:

Clinical Notes: ###[ List all patients who were hospitalized within 2 days after receiving their first dose of a Covid-19 vaccine. ]
Answer:

Clinical Notes: ###[ List all patients who have received three doses of vaccines in less than 30 days. ]
Answer:

Clinical Notes: ###[ List all patients who received any dose of a Covid-19 vaccine before being admitted to a hospital. ]
Answer:

Clinical Notes: ###[ List all patients who received any dose of a Covid-19"
1031,"### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIESIn this question, the filed name is [AGE_YRS] and the condition value for this field is [68.0].

Clinical Notes: ###[ Find all patients that had a symptom of seizure."
10315,"Query : 
```
{
    ""size"": 0,
    ""aggs"": {
        ""by_age"": {
            ""terms"": {
                ""field"": ""AGE_YRS""
            },
            ""aggs"": {
                ""by_vax_type"": {
                    ""terms"": {
                        ""field"": ""VAX_TYPE"",
                        ""size"": 5
                    }
                }
            }
        }
    }
}
```"
10333,"# 250000 people were given YF14
# 50000 people were given PNC13

The query generated by your code should return all records that have the field name [ ] and the condition value [ ].

Your code will be tested using a test suite consisting of a single test case. The input data and expected output are given below.

Input: 
```
""Recvdate"": ""2021-08-09"",
""state"": ""NJ"",
""age_yrs"": 60,
""vaers_id"": ""10000001"",
""sex"": ""M"",
""symptom_text"": ""Eye pain"",
""died"": false,
""er_visit"": true,
""lthreat"": false,
""hospital"": true,
""h"
10352,"\#\#\# Use the ElasticSearch database to find out how many vaccine recipients have died after receiving each type of vaccine.\#\#\# Create a query based on the condition that there are at least one deaths in the clinical notes.

Clinical Notes: ###[ What is the most common symptom after receiving Tetanus DTPaIPV? Which vaccine causes the most hospitalization?]
Answer:
\#\#\# Use the ElasticSearch database to find out how many people experienced a specific symptom after receiving each type of vaccine.\#\#\# Create a query based on the condition that the person has more than one occurrence of the specified symptoms in their clinical notes.

Clinical Notes: ###[ What is the average number of days spent in the hospital by patients who received Tetanus DTPaIPV? Which vacc"
10355,"\#\#\# Generate the query based on the filed name and condition value.

### DATA QUERY
\#\#\# Generate the query based on the filed name and condition value.

Clinical Notes: ###[What are the top 3 symptoms in the data set?]
Answer:
\#\#\# Generate the query based on the filed name and condition value.

### DATA QUERY
\#\#\# Generate the query based on the filed name and condition value.

Clinical Notes: ###[Find all patients who died and also had a seizure as a symptom.]
Answer:
\#\#\# Generate the query based on the filed name and condition value.

### DATA QUERY
\#\#\# Generate the query based on the"
10362,"[How many vaccine recipients got DTAP? which HPV9 is the most popular for people?]



**Input:** 
Prompt: 
### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIESIn this question, the filed name is ["
10391,"**Hint** : In the above question, we need to find the vaccine recipients who have received FLUA3 vaccine and how many of them.
```python
from datetime import date
from operator import itemgetter
import pandas as pd

df = pd.read_csv('input/covid-vax-data.csv')
df[""DATE""] = df[""RECVDATE""].astype(date)
print(""The number of total vaccine recipients is "",len(df))

# Find all the records which have FLUA3 vaccine
print(""Total number of vaccine recipients who have received FLUA3 is "",len(df[(df[""VAERS_ID""]==5060948)]))

# Filter the records by DTAP vaccine
dtap_records = df[(df[""VAERS_"
10394,"### This is a condition that has to be satisfied in order to get any results.
\#\#\# The following query is generated:
\#\#\# ------------------------------------------------
\#\#\# ------------------------------------------------
\#\#\# Generating query based on field: ""VAERS_ID""
\#\#\# ------------------------------------------------
\#\#\# The following query is generated:
\#\#\# ------------------------------------------------
\#\#\# ------------------------------------------------
\#\#\# Generating query based on field: ""STATE""
\#\#\# ------------------------------------------------
\#\#\# The following query is generated:
\#\#\# ------------------------------------------------
\#\#\# ------------------------------------------------
\#\#\# Generating query"
10401,"[{""took"":1,""timed_out"":false,""_shards"":{""total"":2,""successful"":2,""skipped"":0},""hits"":{""total"":9,""max_score"":0.6849357,""hits"":[{""_index"":""health"",""_type"":""vax-data"",""_id"":""1"",""_score"":0.6849357,""_source"":{""RECVDATE"":""2019-10-24T06:28:00Z"",""STATE"":""TX"",""AGE_YRS"":4,""VAERS_ID"":508795,""SEX"":""Female"",""SYMPTOM_TEXT"":""Had COVID vaccine"",""DIED"":""No"",""ER_VISIT"":""No"",""L_THREAT"":""No"",""HOSPITAL"":""No"",""HOSPDAYS"":0,""DIS"
10406,"```elasticsearch
{
   ""query"": {
      ""bool"": {
         ""should"": [
            {
               ""match"": {
                  ""VAERS_ID"": ""UNKNOW""
               }
            },
            {
               ""term"": {
                  ""LAB_DATA.manufacturer"": ""UNKNOWN MANUFACTURER""
               }
            }
         ]
      }
   }
}
```"
1041,"```
{
    ""query"": {
        ""bool"": {
            ""should"": [
                {
                    ""match"": {
                        ""AGE_YRS"": {
                            ""value"": ""88.0""
                        }
                    }
                },
                {
                    ""match"": {
                        ""VAERS_ID"": {
                            ""value"": ""2941655""
                        }
                    }
                }
            ],
            ""minimum_should_match"": 1
        }
    }
}
```

Clinical Notes: ###[ List all patients who have died. ]
Answer:
```
{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""DIED"": {
                            ""value"
1044,"{""query"":{""bool"":{""must"":[{""match"":{""STATE"":""104""}},{""range"":{""AGE_YRS"":{""gt"":104}}}],""must_not"":[]}},""from"":0,""size"":5000}

Clinical Notes: ###[ Show only those records where RECVDATE is before 2021-09-13.]
Answer:
{""query"":{""bool"":{""must"":[{""range"":{""RECVDATE"":{""lte"":""2021-09-13""}}},{""range"":{""VAERS_ID"":{""gte"":3786046}}},{""range"":{""OFC_VISIT"":{""gte"":1}}}]}},""from"":0,""size"":5000}

Clinical Notes: ###[ Show only those records where SYMPTOM_TEXT contains 'headache'.]
Answer:
{""query"":{""bool"
10451,"Total Records = 125939
Records with PFIZER\BIONTECH = 107346

###[ How many MODERNA vaccine has been used. ]
Answer:

Total Records = 125939
Records with MODERNA = 4803

###[ How many JANSSEN vaccine has been used. ]
Answer:

Total Records = 125939
Records with JANSSEN = 6717

###[ How many NOVAVAX vaccine has been used. ]
Answer:

Total Records = 125939
Records with NOVAVAX = 125939

###[ How many Pfizer vaccine has been used. ]
Answer:

Total Records"
10466,"2019-03-04 15:44:00 
State: 
United States 
Age Years:  
Unknown
VAERS ID:   
VAERS ID: 
SEX: 
Female 
SYMPTOM TEXT: 
Hospitalized 
Died:  
No 
ER Visit:  
Yes 
L Threat: 
Moderate 
Hospital days:  
0 
Disable:  
No 
Vax date: 
2019-02-17 
Lab data: 
Other Meds:  
Not reported 
Current illness: 
None - as reported 
History: 
Not reported 
Prior Vax:  
Not reported 
Todays Date: 
2019-03-04"
10472,"```bash
{
""query"": {
""bool"": {
""filter"": [
{
""range"": {
""age_yrs"": {
""gte"": ""10""
}
}
},
{
""term"": {
""vax_type"": ""COVID-19 VACCINE""
}
},
{
""term"": {
""vax_manu"": ""Michigan Department of Public Health""
}
}
]
}
}
}
```

## Question 2

You will be given a text document containing the details about patients.
The format of the document is as follows:

|Field Name | Condition Value|
| -------- | ---------------|
| RECVDATE | equal to |
| STATE | contains |
| AGE_YRS | greater than or equal to |
| VAERS"
10491,"```sql
""vax_manu"": ""qfaa2159"",
```
```bash
curl -H ""Content-Type: application/json"" \
     -X POST ""http://localhost:9200/clinical-notes/_search?pretty=true"" \
     -d '{""query"":{""bool"":{""must"":[{""match"":{""field"":""vax_manu"",""query"":""qfaa2159""}}]}}}
'
```"
10503,"```python

# -*- coding: utf-8 -*-
from __future__ import absolute_import
import json

import elasticsearch

client = elasticsearch.Elasticsearch()

""""""
    ""elasticSearchUrl"": ""http://localhost:9200"",
    ""indexName"": ""patient_data"",
    ""clinicalNotesIndex"": ""patient_notes"",
    ""fieldName"": ""VAERS_ID"",
    ""conditionValue"": ""L016284""
""""""

query_string = """"

for i in range(len(args)):
    if args[i] == ""fieldName"":
        query_string += ""\""{}\"""".format(args[i + 1])
    elif args[i] == ""conditionValue"":
        query_string += ""\""{}\"""
10524,"```json
{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""range"": {
                        ""VAERS_ID"": {
                            ""gte"": ""01082A""
                        }
                    }
                },
                {
                    ""match"": {
                        ""SYMPTOM_TEXT"": ""vaccine""
                    }
                }
            ],
            ""should"": [
                {
                    ""term"": {
                        ""VAERS_ID"": ""01082A""
                    }
                }
            ]
        }
    }
}
```"
1054,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""range"": {
                        ""AGE_YRS"": {
                            ""gte"": 0.67
                        }
                    }
                }
            ],
            ""filter"": [
                {
                    ""term"": {
                        ""[ ]"": ""["" ]""
                    }
                }
            ]
        }
    }
}

###\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\#\"
10566,"```
{
    ""query"": {
        ""bool"": {
            ""should"": [
                {
                    ""multi_match"": {
                        ""query"": ""AMXA688A"",
                        ""type"": ""cross_fields"",
                        ""fuzziness"": ""AUTO""
                    }
                },
                {
                    ""term"": {
                        ""VAERS_ID"": ""1402059-1""
                    }
                }
            ],
            ""filter"": {
                ""term"": {
                    ""AGE_YRS"": 5
                }
            }
        }
    }
}

```"
10578,"```json
{
    ""query"": {
        ""bool"": {
            ""must"": [{
                    ""range"": {
                        ""@recvdate"": {
                            ""gte"": ""2021-05-06T00:00:00Z"",
                            ""lte"": ""2021-06-04T00:00:00Z""
                        }
                    }
                },
                {
                    ""range"": {
                        ""@recvdate"": {
                            ""gte"": ""2021-05-07T00:00:00Z"",
                            ""lte"": ""2021-06-04T00:00:00Z""
                        }
                    }
                },
                {"
10584,"```sql
GET clinical-notes/_search
{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""term"": {
                        ""vaers_id"": ""WAG4512""
                    }
                },
                {
                    ""term"": {
                        ""vax_type"": ""COVID19""
                    }
                }
            ],
            ""filter"": [
                {
                    ""match"": {
                        ""symptom_text"": ""Adverse reaction after COVID vaccine""
                    }
                }
            ]
        }
    }
}
```"
10595,"[2015-08-07T04:00:00.000Z,vaxer]
	[2015-08-07T04:00:00.000Z,vaxer]
	[2015-08-07T04:00:00.000Z,vaxer]
	[2015-08-07T04:00:00.000Z,vaxer]
	[2015-08-07T04:00:00.000Z,vaxer]
	[2015-08-07T04:00:00.000Z,vaxer]
	[2015-0"
10596,"{
	""query"": {
		""bool"": {
			""should"": [
				{
					""range"": {
						""VAERS_ID"": {
							""gte"": ""1805974"",
							""lt"": ""1806439""
						}
					}
				},
				{
					""match"": {
						""VAX_NAME"": {
							""query"": ""0320H20A""
						}
					}
				}
			]
		}
	}
}"
10602,"{""query"":{""bool"":{""must"":[{""match"":{""VAERS_ID"":""SH8020""}},{""range"":{""RECVDATE"":{""gt"":""2021-09-07""}}}]}}}

###[Give me all the patients who got vaccine after 2021-09-07 and before 2021-09-09]
Answer:
{""query"":{""bool"":{""must"":[{""range"":{""RECVDATE"":{""gte"":""2021-09-07""}},{""range"":{""RECVDATE"":{""lte"":""2021-09-09""}}}]}}}

###[Give me all the patients who have died.]
Answer:
{""query"":{""bool"":{""must"":[{""range"":{""DIED"":{""eq"":""TRUE""}}},{""range"":{""RECVDATE"":{""gte"":""2021-"
10607,"{
""query"": {
    ""bool"": {
        ""must"": [
            {
                ""match"": {
                    ""[FIELD NAME]"": [CONDITION VALUE]
                }
            }
        ],
        ""should"": []
    }
}
}
```

### Solution
```python
import json
from elasticsearch import Elasticsearch
es = Elasticsearch()

def get_elastic_query(field_name, condition_value):
	return {
		'query': {
			'bool': {
				'must': [
					{
						'match': {
							'[FIELD NAME]': [CONDITION VALUE]
						}
					}
				],"
