,llm_result
10086,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""RECVDATE"": {
              ""gte"": ""01/30/2021"",
              ""lte"": ""01/30/2021""
            }
          }
        },
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""term"": {
            ""AGE_YRS"": 56
          }
        },
        {
          ""term"": {
            ""DIED"": false
          }
        },
        {
          ""term"": {
            ""HOSPITAL"": true
          }
        },
        {
          ""term"": {
            ""DISABLE"": false
          }
        },
        {
          ""term"": {
            ""CUR_ILL"": false
          }
        },
        {
          ""term"": {
            ""PRIOR_VAX"": false"
1010,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""age_yrs"": {
              ""gte"": 11.0,
              ""lte"": 11.0
            }
          }
        },
        {
          ""term"": {
            ""vax_type"": ""JANSS""
          }
        }
      ],
      ""must"": [],
      ""must_not"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    """"""Test that a valid Elasticsearch query can be generated.""""""

    # Given
    question = QUESTIONS[""q2""]
    es_post_search_template = ES_POST_SEARCH_TEMPLATE

    # When
    elasticsearch_query = generate_elasticsearch_query(question, es_post_search_template)

    # Then
    assert elasticsearch_query == EXPECTED_ELASTICSEARCH_QUERY


EXPECTED_ES"
10119,"{
  ""from"": 0,
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""range"": {
            ""AGE_YRS"": {
              ""gte"": 25,
              ""lte"": 64
            }
          }
        },
        {
          ""match"": {
            ""SYMPTOM_TEXT"": ""flu3""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  }
}
'''

def main():
    # Create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # Add positional arguments
    my_parser.add_argument('question',
                           metavar='QUESTION',
                           type=str,
                           help='Question')

    args = my_parser.parse_"
1012,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""age_yrs"": {
              ""gte"": 22.0,
              ""lte"": 22.0
            }
          }
        },
        {
          ""term"": {
            ""vax_type"": ""COMBO""
          }
        }
      ],
      ""must"": [],
      ""must_not"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    """"""Test that a valid Elasticsearch query can be generated.""""""

    # Given
    question = QUESTIONS[""q1""]
    expected_result = json.loads(EXPECTED_RESULTS[""q1""])

    # When
    result = generate_elasticsearch_query(question)

    # Then
    assert result == expected_result


def test_generate_elasticsearch_query_with_multiple_conditions():
    """"""Test that a valid Elasticsearch"
10127,"{
  ""from"": 0,
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""STATE"": ""FL""
          }
        },
        {
          ""range"": {
            ""AGE_YRS"": {
              ""gte"": 25,
              ""lte"": 64
            }
          }
        }
      ],
      ""must"": [],
      ""should"": [],
      ""must_not"": []
    }
  }
}
'''

def main():
    # Create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # Add positional arguments
    my_parser.add_argument('question',
                           metavar='QUESTION',
                           type=str,
                           help='Question')

    args = my_parser.parse_args()

    print(""Question:"", args.question)

    # Get the question text"
1013,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""age_yrs"": {
              ""gte"": 103.0,
              ""lte"": 103.0
            }
          }
        },
        {
          ""term"": {
            ""vax_type"": ""COMBO""
          }
        }
      ],
      ""must"": [],
      ""must_not"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    """"""Test that a valid Elasticsearch query can be generated.""""""

    # Given
    question = QUESTIONS[""q2""]
    es_post_search_template = ES_POST_SEARCH_TEMPLATE

    # When
    elasticsearch_query = generate_elasticsearch_query(question, es_post_search_template)

    # Then
    assert elasticsearch_query == EXPECTED_ELASTICSEARCH_QUERY


EXPECTED_"
10130,"{
  ""from"": 0,
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""range"": {
            ""AGE_YRS"": {
              ""gte"": 25,
              ""lte"": 65
            }
          }
        },
        {
          ""match"": {
            ""SYMPTOM_TEXT"": ""FLUA4""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  }
}
'''

def main():
    # Create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # Add positional arguments
    my_parser.add_argument('question',
                           metavar='QUESTION',
                           type=str,
                           help='Question')

    args = my_parser.parse"
10138,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""range"": {
            ""AGE_YRS"": {
              ""gte"": 25,
              ""lte"": 64
            }
          }
        },
        {
          ""match"": {
            ""SYMPTOM_TEXT"": ""RV1""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  }
}
'''

def main():
    # Create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # Add positional arguments
    my_parser.add_argument('question',
                           metavar='QUESTION',
                           type=str,
                           help='Question')

    args = my_parser.parse_args()

    print(""Question:"", args.question)"
10145,"###[ What are the symptoms of COVID-19? ]
Answer:
###[ Which state has the highest number of deaths due to COVID-19? ]
Answer:
###[ Which state has the lowest number of deaths due to COVID-19? ]
Answer:
###[ Which state has the highest number of hospitalizations due to COVID-19? ]
Answer:
###[ Which state has the lowest number of hospitalizations due to COVID-19? ]
Answer:
###[ Which state has the highest number of cases due to COVID-19? ]
Answer:
###[ Which state has the lowest number of cases due to COVID-19? ]
Answer:
###[ Which state has the highest number of recovered patients due to COVID-19? ]
Answer:
###[ Which state has the lowest number of recovered patients due to COVID-19? ]
Answer"
10147,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""RECVDATE"": {
              ""gte"": ""2020-03-01"",
              ""lte"": ""2020-04-01""
            }
          }
        },
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""term"": {
            ""SYMPTOM_TEXT"": ""PNC15""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  }
}
'''

def main():
    # Create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # Add positional arguments
    my_parser.add_argument('question',
                           metavar='QUESTION',
                           type=str,
                           help='Question')

    args"
10148,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""RECVDATE"": {
              ""gte"": ""2021-08-09"",
              ""lte"": ""2021-08-09""
            }
          }
        },
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""term"": {
            ""SYMPTOM_TEXT"": ""flu3""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  },
  ""_source"": {
    ""includes"": [
      ""DIED"",
      ""HOSPITAL"",
      ""HOSPDAYS"",
      ""DISABLE"",
      ""LAB_DATA"",
      ""OTHER_MEDS"",
      ""CUR_ILL"",
      ""HISTORY"",
      ""PRIOR_VAX"",
      ""OFC"
1016,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""age_yrs"": {
              ""gte"": 72.0,
              ""lte"": 72.0
            }
          }
        },
        {
          ""term"": {
            ""vax_type"": ""COMBO""
          }
        }
      ],
      ""must"": [],
      ""must_not"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    """"""Test that a valid Elasticsearch query can be generated.""""""

    # Given
    question = QUESTIONS[""q1""]
    expected_result = EXPECTED_RESULTS[""q1""]

    # When
    result = generate_elasticsearch_query(question)

    # Then
    assert json.dumps(result, sort_keys=True) == expected_result


def test_generate_elasticsearch_query_with_multiple_conditions"
10162,"{
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""RECVDATE"": {
              ""gte"": ""2020-03-01"",
              ""lte"": ""2020-04-01""
            }
          }
        },
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""term"": {
            ""SYMPTOM_TEXT"": ""PNC20""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  }
}
'''

def main():
    parser = argparse.ArgumentParser(description='Process some integers.')
    parser.add_argument('--question', type=str, default=""What is the average age of all patients who received a flu vaccine in the United States?"")
    args ="
10171,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""RECVDATE"": {
              ""gte"": ""2021-03-01"",
              ""lte"": ""2021-04-01""
            }
          }
        },
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""term"": {
            ""SYMPTOM_TEXT"": ""RAB""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  },
  ""_source"": {
    ""includes"": [
      ""DIED"",
      ""HOSPITAL"",
      ""HOSPDAYS"",
      ""DISABLE"",
      ""LAB_DATA"",
      ""OTHER_MEDS"",
      ""CUR_ILL"",
      ""HISTORY"",
      ""PRIOR_VAX"",
      ""OFC"
1020,"{
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""age_yrs"": {
              ""gte"": 96.0,
              ""lte"": 96.0
            }
          }
        },
        {
          ""match_all"": {}
        }
      ],
      ""must"": []
    }
  }
}

###[ List all patients who have died in hospital. ]
Answer:
{
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [],
      ""must"": [
        {
          ""term"": {
            ""died"": true
          }
        }
      ]
    }
  }
}

###[ List all patients who were vaccinated against COVID-19 before January 25th, 2021. ]
Answer"
10200,"{
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""DIED"": false
          }
        },
        {
          ""term"": {
            ""OFC_VISIT"": true
          }
        },
        {
          ""term"": {
            ""SYMPTOM_TEXT"": ""MENB""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    """"""Test that a valid Elasticsearch query can be generated.""""""

    # Given
    question = Question(
        prompt=""Prompt"",
        answer=Answer(
            text=""Answer"",
            confidence=Confidence.HIGH,
            document=[
                Document(
                    id=""Document ID"",
                    type=DocumentTypes.PLAIN_TEXT,
                    content=""Content"",
                )
            ],
        ),
        examples=[
            Example"
10203,"{
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""DIED"": false
          }
        },
        {
          ""term"": {
            ""VAX_NAME"": ""<NAME>""
          }
        },
        {
          ""term"": {
            ""VAX_MANU"": ""JANSSEN-CILAG""
          }
        },
        {
          ""term"": {
            ""VAX_LOT"": ""2021-428357369""
          }
        },
        {
          ""term"": {
            ""VAX_DOSE_SERIES"": ""1""
          }
        },
        {
          ""term"": {
            ""VAX_DATE"": ""2021-02-02T00:00:00Z""
          }
        },
        {
          ""term"":"
10215,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""VAX_NAME"": ""RV1""
          }
        },
        {
          ""range"": {
            ""TODAYS_DATE"": {
              ""gte"": ""2021-08-31"",
              ""lte"": ""2021-09-01""
            }
          }
        }
      ],
      ""must"": [],
      ""should"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    # Given
    question = Question(
        prompt=""Prompt:"",
        answer=""Answer:"",
        context=""Context:"",
        start=0,
        end=546,
        document_id=""Document ID:"",
        section_title=""Section Title:"",
        subsection_title=""Subsection Title:"",
        page_title=""Page Title:"",
        url"
10224,"{
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""range"": {
            ""AGE_YRS"": {
              ""gte"": 25,
              ""lte"": 64
            }
          }
        },
        {
          ""match"": {
            ""SYMPTOM_TEXT"": ""DTAPIPVHIB""
          }
        },
        {
          ""match"": {
            ""DIED"": ""Y""
          }
        },
        {
          ""match"": {
            ""HOSPITAL"": ""Y""
          }
        },
        {
          ""match"": {
            ""DISABLE"": ""Y""
          }
        },
        {
          ""match"": {
            ""CUR_ILL"": ""Y""
          }
        },
        {
          ""match"": {
            ""PRIOR_VAX"": ""Y"
10235,"{
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""DIED"": ""Y""
          }
        },
        {
          ""term"": {
            ""VAX_NAME"": ""IPV""
          }
        }
      ],
      ""must"": [],
      ""should"": []
    }
  }
}
'''

def main():

    # Create a connection to ElasticSearch server
    es = connectES()
    
    # Get the index name from user input
    indexName = input(""Please enter the index name:"")

    # Get the number of documents in the index
    numDocs = getNumDocs(es,indexName)

    # Get the list of fields from user input
    fieldNameList = input(""Please enter the list of fields separated by comma:"")
    fieldNameList = fieldNameList.split("","")

    # Get the list of conditions from user input
    condValueList ="
10243,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""DIED"": false
          }
        },
        {
          ""term"": {
            ""CUR_ILL"": true
          }
        },
        {
          ""term"": {
            ""HISTORY.keyword"": ""FLUX""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  }
}
'''

def main():
    # Create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # Add positional arguments
    my_parser.add_argument('question',
                           metavar='QUESTION',
                           type=str,
                           help='Question')

    args = my_parser.parse_args()

    print(""Question:"", args.question)

    # Get the question text
    qtext = args.question

    # Parse the question into its components"
10253,"'''

def main():
    # create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # add long and short argument
    my_parser.add_argument('-q', '--question', action='store', type=str, help=""Question"")
    args = my_parser.parse_args()

    if args.question == None:
        print(""Please provide a question."")
        exit(-1)
    
    question = args.question
    print(question)
    q_type = question.split(' ')[0].lower()
    print(q_type)
    if q_type in ['how','what']:
        print(""This is a yes/no question."")
    elif q_type in ['which','who']:
        print(""This is a multiple choice question."")
    else:
        print(""This is a free text question."")


if __name__ == ""__main__"":
    main()"
10289,"'''

def main():
    # create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # add long and short argument
    my_parser.add_argument('-q', '--question', action='store', type=str, help=""Question"")
    args = my_parser.parse_args()

    if args.question == None:
        print(""Please enter your question."")
        exit(-1)
    
    question = args.question
    print(question)
    es_query = generate_es_query(question)
    print(es_query)


if __name__ == ""__main__"":
    main()"
10292,"'''

def main():
    # create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # add long and short argument
    my_parser.add_argument('-q', '--question', action='store', type=str, help=""Question"")
    args = my_parser.parse_args()

    if args.question == None:
        print(""Please enter your question."")
        exit(-1)
    
    question = args.question
    print(question)
    es_query = generate_es_query(question)
    print(es_query)


if __name__ == ""__main__"":
    main()"
1030,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""age_yrs"": {
              ""gte"": 63.0,
              ""lte"": 63.0
            }
          }
        }
      ],
      ""must"": [],
      ""must_not"": []
    }
  },
  ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_L"
1031,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""age_yrs"": {
              ""gte"": 68.0,
              ""lte"": 68.0
            }
          }
        }
      ],
      ""must"": [],
      ""must_not"": []
    }
  },
  ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_L"
10315,"'''

def main():
    # create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # add long and short argument
    my_parser.add_argument('-q', '--question', action='store', type=str, help=""Question"")
    args = my_parser.parse_args()

    if args.question == None:
        print(""Please enter your question."")
        exit(-1)
    
    question = args.question
    print(question)
    q_type = question.split(' ')[0].lower()
    print(q_type)
    if q_type in ['how','what']:
        print(""This is a query about information retrieval."")
        info_retrieval_query(question)
    elif q_type in ['who','which']:
        print(""This is a query about entity linking."")
        entity_linking_query(question)
    else:
        print(""This is a query about knowledge"
10333,"'''

def main():
    # Connect to Elasticsearch
    es = connectES()

    # Get a list of all indices in the cluster
    indices = getAllIndices(es)

    # Get a list of all templates in the cluster
    templates = getAllTemplates(es)

    # Get a list of all questions in the cluster
    questions = getAllQuestions(es)

    # Get a list of all answers in the cluster
    answers = getAllAnswers(es)

    # Get a list of all clinical notes in the cluster
    clinicalNotes = getAllClinicalNotes(es)

    # Print out the results
    print(""Indices:"")
    pprint(indices)
    print(""\n"")
    print(""Templates:"")
    pprint(templates)
    print(""\n"")
    print(""Questions:"")
    pprint(questions)
    print(""\n"")
    print(""Answers:"")
    pprint(answers)
    print(""\n"")
    print(""Clinical Notes:"")
    pprint(clinicalNotes)"
10352,"'''

def main():
    # create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # add long and short argument
    my_parser.add_argument('-q', '--question', action='store', type=str, help=""Question"")
    args = my_parser.parse_args()

    if args.question == None:
        print(""Please enter your question."")
        exit(-1)
    
    question = args.question
    print(question)
    q_type = question.split(' ')[0].lower()
    print(q_type)
    if q_type in ['how','what']:
        print(""This is a query about information retrieval."")
        info_retrieval_query(question)
    elif q_type in ['who','which']:
        print(""This is a query about entity linking."")
        entity_linking_query(question)
    else:
        print(""This is a query about knowledge"
10355,"'''

def main():
    # create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # add long and short argument
    my_parser.add_argument('-q', '--question', action='store', type=str, help=""Question"")
    args = my_parser.parse_args()

    if args.question == None:
        print(""Please provide a question."")
        exit(-1)
    
    question = args.question
    print(question)
    q_type = question.split(' ')[0].lower()
    print(q_type)
    if q_type in ['how','what']:
        print(""This is a yes/no question."")
        answer = yesNoQ(question)
    elif q_type in ['which','who']:
        print(""This is a multiple choice question."")
        answer = multiChoiceQ(question)
    else:
        print(""This is a free text question."")"
10362,"'''

def main():
    # Connect to Elasticsearch
    es = connectElasticsearch()

    # Get a list of all indices in Elasticsearch
    indexList = getAllIndices(es)

    # Get a list of all fields in each index
    fieldDict = {}
    for indexName in indexList:
        fieldDict[indexName] = getFieldNames(es, indexName)

    # Get a list of questions
    questionList = []
    with open('questions.txt', 'r') as f:
        lines = f.readlines()
        for line in lines:
            if len(line.strip()) > 0:
                questionList.append(line.strip())

    # For each question, find the corresponding answer
    for question in questionList:
        print(""Question:"", question)

        # Find the index that contains the field name
        fieldName = re.search('\[\w+\]', question).group()[1:-1]
        indexName = ''
        for index in"
10391,"'''

def main():
    # create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # add long and short argument
    my_parser.add_argument('-q', '--question', action='store', type=str, help=""Question"")
    args = my_parser.parse_args()

    if args.question == None:
        print(""Please enter your question."")
        exit(-1)
    
    question = args.question
    print(question)
    es_query = generate_es_query(question)
    print(es_query)


if __name__ == ""__main__"":
    main()"
10394,"{
  ""from"": 0,
  ""size"": 25,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""VAX_MANU"": ""TEVA""
          }
        },
        {
          ""term"": {
            ""VAX_NAME"": ""PHARMACEUTICALS""
          }
        }
      ],
      ""must"": [],
      ""should"": []
    }
  }
}
'''

def main():
    # Create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # Add positional arguments
    my_parser.add_argument('question',
                           metavar='QUESTION',
                           type=str,
                           help='Question')

    args = my_parser.parse_args()

    question = args.question

    print(""Question:"", question)

    # Get the answer
    answer = process_question(question)

    if len("
10401,"{
  ""from"": 0,
  ""size"": 25,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""VAX_MANU"": ""GLAXO""
          }
        },
        {
          ""term"": {
            ""VAX_NAME"": ""BIOLOGICALS""
          }
        }
      ],
      ""must"": [],
      ""should"": []
    }
  }
}
'''

def main():
    # Create a parser object
    my_parser = argparse.ArgumentParser(description='Process some integers.')

    # Add positional arguments
    my_parser.add_argument('question',
                           metavar='QUESTION',
                           type=str,
                           help='Question')

    args = my_parser.parse_args()

    question = args.question

    print(""Question:"", question)

    # Get the answer
    answer = process_question(question)

    if len(answer"
10406,"{
  ""from"": 0,
  ""size"": 25,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""RECVDATE"": {
              ""gte"": ""1980-01-01"",
              ""lte"": ""2021-04-30""
            }
          }
        },
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""term"": {
            ""SYMPTOM_TEXT"": ""COUGH""
          }
        },
        {
          ""term"": {
            ""DIED"": ""Y""
          }
        },
        {
          ""term"": {
            ""HOSPITAL"": ""Y""
          }
        },
        {
          ""term"": {
            ""DISABLE"": ""Y""
          }
        },
        {
          ""term"": {
            ""VAX_NAME"": ""<NAME>""
          }"
