,llm_result
10086,"### How many people are in the United States?
Answer:
### How many people are male or female?
Answer:
### How many males and females are there?
Answer:
### What is the average age of all patients?
Answer:
### What is the average age of males and females?
Answer:
### What is the average age of males?
Answer:
### What is the average age of females?
Answer:
### What is the median age of all patients?
Answer:
### What is the median age of males and females?
Answer:
### What is the median age of males?
Answer:
### What is the median age of females?
Answer:
### What is the minimum age of all patients?
Answer:
### What is the minimum age of males and females?
Answer:
### What is the minimum age of males?"
1010,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"":{""gte"":11,""lte"":12,""format"":""yyyy""}}}}}}

Clinical Notes: ### Return all female vaccine recipients. 
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""SEX"":{""value"":""F""}}}}}}

Clinical Notes: ### Return all male vaccine recipients. 
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""SEX"":{""value"":""M""}}}}}}

Clinical Notes: ### Return all vaccine recipients that died during hospitalization. 
Answer:
#POST_scripts/8{""script"":{""lang"":""mustache"",""source"
10119,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""CLINICAL_FINDINGS"": ""FLU3""}}}}}

Clinical Notes: ###Give me all the patients who have died in hospital.
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""DIED"": ""Yes""}}}}}

Clinical Notes: ###Give me all the patients who are undergoing chemotherapy.
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""MEDICATIONS"": ""Chemotherapy""}}}}}

Clinical Notes: ###Give me all the patients who are undergoing immunotherapy.
Answer:
#POST_scripts/8{""script"":{""lang"":""mustache"","""
1012,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"":{""gte"":22,""lte"":23}}}}}}

Clinical Notes: ### Return all female vaccine recipients. 
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""SEX"":{""value"":""F""}}}}}}

Clinical Notes: ### Return all male vaccine recipients. 
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""SEX"":{""value"":""M""}}}}}}

Clinical Notes: ### Return all vaccine recipients that died during hospitalization. 
Answer:
#POST_scripts/8{""script"":{""lang"":""mustache"",""source"":{""track_total"
10127,"#POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""CLINICAL_FINDINGS"": ""FLUX""}}}}}

Clinical Notes: ###Give me all the patients who have died in hospital. 
Answer:
#POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""DIED"": ""Yes""}}}}}

Clinical Notes: ###Give me all the patients who are undergoing chemotherapy. 
Answer:
#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""MEDICATIONS"": ""CHEMO""}}}}}

Clinical Notes: ###Give me all the patients who are undergoing immunotherapy. 
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"
1013,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"":{""gte"":103,""lte"":103,""format"":""yyyy""}}}}}}

Clinical Notes: ### Return all female vaccine recipients. 
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""SEX"":{""value"":""F""}}}}}}

Clinical Notes: ### Return all male vaccine recipients. 
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""SEX"":{""value"":""M""}}}}}}

Clinical Notes: ### Return all vaccine recipients that died during hospitalization. 
Answer:
#POST_scripts/8{""script"":{""lang"":""mustache"
10130,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""LAB_DATA"":'FLUA4'}}}}}

Clinical Notes: ###Give me all the patients who have died in hospital.
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""DIED"":'Yes'}},{""exists"":{""field"":""HOSPITAL""}}]}}}}}

Clinical Notes: ###Give me all the patients who are older than 80 years old.
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"":{""gte"":80,""lte"":90}}}}}}}

Clinical Notes: ###Give me all the patients who are younger than"
10138,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAERS_ID"": ""RV1""}}]}}}}}

Clinical Notes: ###Give me all the patients who received at least one dose of Pfizer.
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""terms"":{""VAX_NAME"":[""Pfizer""]}}]}}}}}

Clinical Notes: ###Give me all the patients who have died in hospital.
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""DIED"": ""Yes""}}]}}}}}

Clinical Notes: ###Give me all the patients who are older than 80 years old."
10145,"### How many people has not got FLUX?
Answer:
### How many people has got FLUX but did not receive any dose of Fluconazole?
Answer:
### How many people has got FLUX but received only one dose of Fluconazole?
Answer:
### How many people has got FLUX but received two or more doses of Fluconazole?
Answer:
### How many people has not got FLUX but received at least one dose of Fluconazole?
Answer:
### How many people has not got FLUX but received no dose of Fluconazole?
Answer:
### How many people has not got FLUX but received only one dose of Fluconazole?
Answer:
### How many people has not got FLUX but received two or more doses of Fluconazole?
Answer:
### How many people"
10147,"# 203
### How many people has not got PNC15?
Answer:
# 6789
### What are the top 5 states in terms of number of people who have PNC15?
Answer:
# ['TX', 'CA', 'FL', 'NY', 'IL']
### What are the top 5 states in terms of number of people who do not have PNC15?
Answer:
# ['PA', 'OH', 'GA', 'MA', 'MI']
### What are the top 5 cities in terms of number of people who have PNC15?
Answer:
# ['Dallas', 'Austin', 'Houston', 'San Antonio', 'New York City']
### What are the top 5 cities in terms of number of people who do not have PNC15?
Answer:
# ['Los Angeles', '"
10148,"### How many people has got FLU3 in California?
Answer:
### How many people has got FLU3 in California that died?
Answer:
### How many people has got FLU3 in California that did not die?
Answer:
### How many people has got FLU3 in California that are still sick?
Answer:
### How many people has got FLU3 in California that have recovered?
Answer:
### How many people has got FLU3 in California that have never been hospitalized?
Answer:
### How many people has got FLU3 in California that were admitted to the emergency room?
Answer:
### How many people has got FLU3 in California that were discharged from the hospital?
Answer:
### How many people has got FLU3 in California that had contact with an infected patient?
Answer:
### How many people has got FLU3"
1016,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"":{""gte"":72,""lte"":9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999"
10162,"# 358
### How many people has not got PNC20?
Answer:
# 697
### What are the top 5 states in terms of number of people who have PNC20?
Answer:
# ['TX', 'CA', 'FL', 'NY', 'IL']
### What are the top 5 states in terms of number of people who do not have PNC20?
Answer:
# ['PA', 'OH', 'GA', 'MA', 'MI']
### What are the top 5 cities in terms of number of people who have PNC20?
Answer:
# ['San Antonio', 'Austin', 'Dallas', 'Houston', 'New York City']
### What are the top 5 cities in terms of number of people who do not have PNC20?
Answer:
# ['Los Angeles', 'Ch"
10171,"### How many people has got Hepatitis B?
Answer:
### How many people has got Dengue?
Answer:
### How many people has got Chicken Pox?
Answer:
### How many people has got Polio?
Answer:
### How many people has got Measles?
Answer:
### How many people has got Mumps?
Answer:
### How many people has got Rubella?
Answer:
### How many people has got Tetanus?
Answer:
### How many people has got Typhoid?
Answer:
### How many people has got Varicella?
Answer:
### How many people has got Influenza?
Answer:
### How many people has got Hepatitis C?
Answer:
### How many people has got Hepatitis E?
Answer:
### How many people has got Acute Flaccid Par"
1020,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"":{""gte"":96,""lte"":96,""format"":""yyyy""}}}}}}

Clinical Notes: ### List all patients who were diagnosed with Diabetes in the last year.
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""range"":{""CUR_ILL"":{""gte"":""now-1y/y"",""lte"":""now/y"",""format"":""strict_date_optional_time||epoch_millis""}}},{""term"":{""DIABETES"":{""value"":""Yes""}}}]}}}}}

Clinical Notes: ### List all patients who have been hospitalized more than 3 days ago.
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track"
10200,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_MANU"":""MENACWY COLLABORATIVE""}}]}}}}}

Clinical Notes: ### Return all the cases where the vaccine recipient got Pfizer-BioNTech. 
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_MANU"":""Pfizer-BioNTech""}}]}}}}}

Clinical Notes: ### Return all the cases where the vaccine recipient got Moderna. 
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_MANU"":""Moderna""}}]}}}}}

Clinical Notes:"
10203,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_MANU"":""MEN""}}]}}}}}

Clinical Notes: ### Return all the cases where the vaccine recipient got Pfizer. 
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_MANU"":""Pfizer""}}]}}}}}

Clinical Notes: ### Return all the cases where the vaccine recipient got Moderna. 
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_MANU"":""Moderna""}}]}}}}}

Clinical Notes: ### Return all the cases where the vaccine recipient got J&J"
10215,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_NAME.keyword"":""RV1""}}]}}}}}

Clinical Notes: ### Return all the cases where the vaccine recipient got JANSSEN. 
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_NAME.keyword"":""JANSSEN""}}]}}}}}

Clinical Notes: ### Return all the cases where the vaccine recipient got PFIZER. 
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_NAME.keyword"":""PFIZER""}}]}}}}}

Clinical Notes: ### Return all the"
10224,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""VAX_NAME"": ""DTAPIPVHIB""}}}}}

Clinical Notes: ### Return all the cases where the vaccine recipient got DTAPSVHIB. 
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""VAX_NAME"": ""DTAPSVHIB""}}}}}

Clinical Notes: ### Return all the cases where the vaccine recipient got DTAPIPVHIB or DTAPSVHIB. 
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""VAX_NAME"": ""DTAPIPVHIB""}},{""match"":{""VAX_NAME"": ""DTAPSVHIB""}}]}}}}}"
10235,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_NAME.keyword"":""IPV""}}]}}}}}

Clinical Notes: ### Return all the cases where the vaccine recipient was given an influenza vaccine.
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_NAME.keyword"":""Influenza""}}]}}}}}

Clinical Notes: ### Return all the cases where the vaccine recipient was given a Pfizer vaccine.
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_NAME.keyword"":""Pfizer-BioNTech""}}]}}}}}

Clinical Notes: ###"
10243,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_NAME.keyword"":""FLUX (H1N1)""}}]}}}}}

Clinical Notes: ### Return all the cases where the vaccine recipient got Influenza. 
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_NAME.keyword"":""Influenza""}}]}}}}}

Clinical Notes: ### Return all the cases where the vaccine recipient got Pneumonia. 
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_NAME.keyword"":""Pneumonia""}}]}}}}}

Clinical Notes:"
10253,"# 20536
# 1987

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES###Provide me with a list of patients who reported Diarrhea as a symptom after receiving the vaccination.
### What is the filed name?The filed name is [ ]
# SYMPTOM_TEXT
### What is the condition"
10289,"# 2058
#FLUA3

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES###Generate an aggregation that shows how many vaccine recipients received each type of vaccine.
### What are the field names to aggregate by?The field names to aggregate by are [ ]
# VAX_NAME
### What is the aggregation type?The aggregation type"
10292,"# 2037
# 986-0000000000000000

Prompt: ### Which state has the highest number of deaths due to COVID-19?
### What is the filed name?The filed name is [ ]
# STATE
### What is the aggregation type?The aggregation type is [ ]
# terms
### What is the size of each bucket?The size of each bucket is [ ]
# 10
### What is the order of the buckets?The order of the buckets is [ ]
# desc
### Generate the Elasticsearch query based on the filed name, aggregation type, size of each bucket, and order of the buckets.
#POST_scripts/5{""size"":0,""aggs"":{""STATE"":{""terms"":{""order"":{""_count"":""desc""},""size"":10,""field"":""STATE""}}}}

Clinical Notes: ### What are the"
1030,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"":{""gte"":63,""lte"":63,""format"":""yyyy""}}}}}}

Clinical Notes: ### List all patients who were diagnosed with Hepatitis C in the United States.
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""STATE"":""United States""}},{""match"":{""SYMPTOM_TEXT"":""Hepatitis C""}}]}}}}}

Clinical Notes: ### List all patients who have been diagnosed with Hepatitis B or C in the United States.
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""STATE"":"""
1031,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"":{""gte"":68,""lte"":69}}}}}}

Clinical Notes: ### List all patients who have died in hospital.
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""DIED"":""Yes""}}}}}

Clinical Notes: ### List all patients who were ever hospitalized.
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""exists"":{""field"":""HOSPITAL""}}}}}

Clinical Notes: ### List all patients who had an emergency room visit.
Answer:
#POST_scripts/8{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"
10315,"# 20583
# Hibv

Clinical Notes: ### Which state has the highest number of deaths due to COVID-19?
Answer:
# New York

Clinical Notes: ### Which state has the highest number of hospitalizations due to COVID-19?
Answer:
# California

Clinical Notes: ### Which state has the highest number of cases due to COVID-19?
Answer:
# New York

Clinical Notes: ### Which state has the highest number of recoveries due to COVID-19?
Answer:
# New York

Clinical Notes: ### Which state has the highest number of tests done due to COVID-19?
Answer:
# New York

Clinical Notes: ### Which state has the highest number of positive tests due to COVID-19?
Answer:
# New York

Clinical Notes: ### Which state has"
10333,"# 2058
# 96-97

Prompt: ### Which state has the highest number of deaths due to COVID-19?
### What is the filed name?The filed name is [ ]
# STATE
### What is the aggregation type?The aggregation type is [ ]
# max
### What is the field name in the results?The field name in the results is [ ]
# _count
### Generate the Elasticsearch query based on the filed name and aggregation type.
#POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""aggs"":{""STATE"":{""max"":{""field"":""STATE""}}},""size"":0,""query"":{""match_all"":{}}}}}

Clinical Notes: ### What are the top 5 states by total cases?
Answer:
# New York	11220
# California	10800
# Tex"
10352,"# 2035
# DTAPHEPBIP

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES###Generate an aggregation to find out how many people have had at least one dose of Pfizer or Moderna vaccine in the past year.
### What are the field names that you want to aggregate over?The field names that you want to aggregate"
10355,"### What are the top 5 TTOX values?
Answer:
### What are the top 5 TTOX values in each state?
Answer:
### What are the top 5 TTOX values in each age group?
Answer:
### What are the top 5 TTOX values in each gender?
Answer:
### What are the top 5 TTOX values in each race?
Answer:
### What are the top 5 TTOX values in each ethnicity?
Answer:
### What are the top 5 TTOX values in each location?
Answer:
### What are the top 5 TTOX values in each country?
Answer:
### What are the top 5 TTOX values in each language?
Answer:
### What are the top 5 TTOX values in each religion?
Answer:
### What are the top 5 TTO"
10362,"# 2035
# HPV9

Clinical Notes: ### Which state has the highest number of deaths due to COVID-19?
Answer:
# New York

Clinical Notes: ### Which state has the highest number of hospitalizations due to COVID-19?
Answer:
# California

Clinical Notes: ### Which state has the highest number of cases of COVID-19?
Answer:
# California

Clinical Notes: ### Which state has the highest number of cases of COVID-19 in the US?
Answer:
# California

Clinical Notes: ### Which state has the highest number of cases of COVID-19 in the US?
Answer:
# California

Clinical Notes: ### Which state has the highest number of cases of COVID-19 in the US?
Answer:
# California

Clinical Notes: ### Which state has the highest number"
10391,"FLUA3: 2058
DTAP: 769

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES###Generate an aggregation that shows how many vaccine recipients received each dose number (e.g., Dose 1, Dose 2).
### What are the field names to group by?The field names to group by are"
10394,"#POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""VAX_MANU"":{""query"":""TEVA PHARMACEUTICALS""}}}}}}

Clinical Notes: ###Give me all the patients who received at least one dose of Pfizer-BioNTech vaccine.
Answer:
#POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""VAX_NAME"":{""query"":""Pfizer-BioNTech""}}},{""match"":{""VAX_NAME"":{""query"":""Moderna""}}}]}}}}}

Clinical Notes: ###Give me all the patients who have died in hospital.
Answer:
#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""DIED"":{""query"":""Yes"
10401,"#POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_MANU"":""GLAXOSMITHKLINE BIOLOGICALS""}}]}}}}}

Clinical Notes: ### Give me all the patients who received at least one dose of Pfizer-BioNTech vaccine.
Answer:
#POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""terms"":{""VAX_NAME"":[""Pfizer-BioNTech""]}}]}}}}}

Clinical Notes: ### Give me all the patients who have died in hospital.
Answer:
#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""DIED"": ""Yes""}}]}}}}}

Clinical Notes"
10406,"#POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_MANU"":""UNKNOWN""}}]}}}}}

Clinical Notes: ###Give me all the patients who got vaccine from Pfizer. 
Answer:
#POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_MANU"":""Pfizer""}}]}}}}}

Clinical Notes: ###Give me all the patients who got vaccine from Moderna. 
Answer:
#POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""filter"":[{""term"":{""VAX_MANU"":""Moderna""}}]}}}}}

Clinical Notes: ###Give me all the patients who got vaccine from JANSSEN"
