,llm_result
10086,"### Extract the number of people who are recorded in the Clinical Notes.
### Generate the Elasticsearch query to get the number of people who are recorded in the Clinical Notes.

""""""
import json
from elasticsearch import Elasticsearch


def generate_es_query(field_name, condition):
    """"""
    This function generates an Elasticsearch query based on a given field name and condition.

    Parameters
    ----------
    field_name : str
        The field name that is used to generate the Elasticsearch query.
    condition : str
        The condition that is used to generate the Elasticsearch query.

    Returns
    -------
    es_query : dict
        The generated Elasticsearch query.

    """"""
    
    # Define the Elasticsearch query template.
    es_query = {
        ""size"": 0, 
        ""_source"": [
            ""*""
        ], 
        ""aggs"": {
            ""count"": {
                ""filter"": {
                    ""bool"": {
                        ""must"": []
                    }
                },"
1010,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""AGE_YRS"": {""gte"": 11, ""lte"": 11}}},
                {""match"": {""DIED"": ""Y""}}
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME"
10119,"{
    ""query"": {
        ""match"": {
            ""SYMPTOM_TEXT"": ""flu3""
        }
    }
}

Prompt: ### Give me all the patients who are between 20-40 years old.
Answer:
{
    ""query"": {
        ""range"": {
            ""AGE_YRS"": {
                ""gte"": 20,
                ""lte"": 40
            }
        }
    }
}

Prompt: ### Give me all the patients who have flu symptoms in the last year.
Answer:
{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""range"": {
                        ""RECVDATE"": {
                            ""gte"": ""now-1y"",
                            ""lt"": ""now""
                        }
                    }
                },
                {
                    ""match"": {
                        ""SYMPTOM_TEXT"": ""flu""
                    }
                }
            ]"
1012,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""AGE_YRS"": {""gte"": 22}}},
                {""match"": {""DIED"": ""Y""}}
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME"", ""ALLERGIES""]"
10127,"{
    ""query"": {
        ""match"": {
            ""SYMPTOM_TEXT"": ""FLUX""
        }
    }
}

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES### entify the filed name first
###Extract the specific condition values from the question for this field. 
###Generate the Elasticsearch query based on the filed name and condition value."
1013,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""AGE_YRS"": {""gte"": 103}}},
                {""match"": {""DIED"": ""Y""}}
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME"", ""ALLERGIES"
10130,"{
    ""query"": {
        ""match"": {
            ""SYMPTOM_TEXT"": ""FLUA4""
        }
    }
}

Prompt: ### Give me all the patients who are between 20-30 years old.
Answer:
{
    ""query"": {
        ""range"": {
            ""AGE_YRS"": {
                ""gte"": 20,
                ""lte"": 30
            }
        }
    }
}

Prompt: ### Give me all the patients who have died in hospital.
Answer:
{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""term"": {
                        ""DIED"": true
                    }
                },
                {
                    ""exists"": {
                        ""field"": ""HOSPITAL""
                    }
                }
            ]
        }
    }
}

Prompt: ### Give me all the patients who were vaccinated against COVID-19"
10138,"{
    ""query"": {
        ""match"": {
            ""VAX_NAME"": ""RV1""
        }
    }
}

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES### entify the filed name first
###Extract the specific condition values from the question for this field. 
###Generate the Elasticsearch query based on the filed name and condition value."
10145,"###How many people has not got FLUX?
Answer:

###What is the average age of those who have got FLUX?
Answer:

###What is the average age of those who do not have got FLUX?
Answer:

###What is the percentage of people who have got FLUX in each state?
Answer:

###What is the percentage of people who do not have got FLUX in each state?
Answer:

###What is the percentage of people who have got FLUX in each gender?
Answer:

###What is the percentage of people who do not have got FLUX in each gender?
Answer:

###What is the percentage of people who have got FLUX in each race?
Answer:

###What is the percentage of people who do not have got FLUX in each race?
Answer:

###What is the percentage of people who have got FLUX"
10147,"'''

def get_es_query(field_name, condition):
    if field_name == 'RECVDATE':
        return {
            ""range"": {
                ""RECVDATE"": {
                    ""gte"": condition[0], 
                    ""lte"": condition[1]
                }
            }
        }
    elif field_name == 'STATE':
        return {
            ""term"": {
                ""STATE"": condition
            }
        }
    elif field_name == 'AGE_YRS':
        return {
            ""range"": {
                ""AGE_YRS"": {
                    ""gte"": int(condition)
                }
            }
        }
    elif field_name == 'VAERS_ID':
        return {
            ""match"": {
                ""VAERS_ID"": condition
            }
        }
    elif field_name == 'SEX':
        return {
            ""term"": {
                ""SEX"": condition
            }
        }
    elif field_name == 'SY"
10148,"'''

def get_es_query(field_name, condition):
    if field_name == 'RECVDATE':
        return {
            ""range"": {
                ""RECVDATE"": {
                    ""gte"": condition[0], 
                    ""lte"": condition[1]
                }
            }
        }
    elif field_name == 'STATE':
        return {
            ""term"": {
                ""STATE"": condition
            }
        }
    elif field_name == 'AGE_YRS':
        return {
            ""range"": {
                ""AGE_YRS"": {
                    ""gte"": int(condition)
                }
            }
        }
    elif field_name == 'VAERS_ID':
        return {
            ""match"": {
                ""VAERS_ID"": condition
            }
        }
    elif field_name == 'SEX':
        return {
            ""term"": {
                ""SEX"": condition
            }
        }
    elif field_name == 'SY"
1016,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""AGE_YRS"": {""gte"": 72}}},
                {""match"": {""DIED"": ""Y""}}
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME"", ""ALLERGIES""]"
10162,"'''

def get_es_query(field_name, condition):
    if field_name == 'RECVDATE':
        return {
            ""range"": {
                ""RECVDATE"": {
                    ""gte"": condition[0], 
                    ""lte"": condition[1]
                }
            }
        }
    elif field_name == 'STATE':
        return {
            ""term"": {
                ""STATE"": condition
            }
        }
    elif field_name == 'AGE_YRS':
        return {
            ""range"": {
                ""AGE_YRS"": {
                    ""gte"": int(condition)
                }
            }
        }
    elif field_name == 'VAERS_ID':
        return {
            ""match"": {
                ""VAERS_ID"": condition
            }
        }
    elif field_name == 'SEX':
        return {
            ""term"": {
                ""SEX"": condition
            }
        }
    elif field_name == 'SY"
10171,"{
    ""size"": 0,
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""SYMPTOM_TEXT"": ""RAB""
                    }
                },
                {
                    ""range"": {
                        ""AGE_YRS"": {
                            ""gte"": 18,
                            ""lte"": 90
                        }
                    }
                }
            ]
        }
    }
}

###How many people has been diagnosed with Rabies in the last year?
Answer:
{
    ""size"": 0,
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""SYMPTOM_TEXT"": ""RAB""
                    }
                },
                {
                    ""range"": {
                        ""AGE_YRS"": {
                            ""gte"": 18,
                            ""lte"": 90
                        }
                    }
                },
                {
                    """
1020,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""AGE_YRS"": {""gte"": 96}}}
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME"", ""ALLERGIES""]
}

Clinical Notes: ### List all"
10200,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""SYMPTOM_TEXT"": ""MENB""
                    }
                },
                {
                    ""match"": {
                        ""DIED"": ""1""
                    }
                }
            ]
        }
    }
}

Clinical Notes: ### Return all the cases where the vaccine recipient got MENB or HIB. 
Answer:
{
    ""query"": {
        ""bool"": {
            ""should"": [
                {
                    ""match"": {
                        ""SYMPTOM_TEXT"": ""MENB""
                    }
                },
                {
                    ""match"": {
                        ""SYMPTOM_TEXT"": ""HIB""
                    }
                }
            ],
            ""minimum_should_match"": 1,
            ""filter"": [
                {
                    ""match"": {
                        ""DIED"": ""1""
                    }
                }
            ]
        }"
10203,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_MANU"": ""M""
                    }
                },
                {
                    ""match"": {
                        ""DIED"": ""N""
                    }
                }
            ]
        }
    }
}

Clinical Notes: ### Return all the cases where the vaccine recipient got Pfizer-BioNTech. 
Answer:
{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_MANU"": ""P""
                    }
                },
                {
                    ""match"": {
                        ""DIED"": ""N""
                    }
                }
            ]
        }
    }
}

Clinical Notes: ### Return all the cases where the vaccine recipient got Moderna. 
Answer:
{
    ""query"": {
        ""bool"": {
            ""must"":"
10215,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_NAME"": ""RV1""
                    }
                },
                {
                    ""range"": {
                        ""TODAYS_DATE"": {
                            ""gte"": ""2021-03-01"",
                            ""lte"": ""2021-04-01""
                        }
                    }
                }
            ]
        }
    }
}
""""""

def get_vax_name(text):
    if text == 'Rota':
        return 'RV1'
    elif text == 'Sinovac':
        return 'SV1'
    else:
        return None


def generate_elasticsearch_query(field_name, condition_value, date_from, date_to):
    """"""
    Generate an elasticsearch query to find documents that match a given condition.

    :param field_name: The name of the"
10224,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_NAME"": ""DTAP""
                    }
                },
                {
                    ""match"": {
                        ""VAX_NAME"": ""IPV""
                    }
                },
                {
                    ""match"": {
                        ""VAX_NAME"": ""HIB""
                    }
                }
            ]
        }
    }
}
""""""

def generate_elasticsearch_query(field_name, condition):
    """"""
    Generate an elasticsearch query based on a field name and condition

    Parameters
    ----------
    field_name : str
        The field name to search in the Elasticsearch index
    condition : str
        The condition to apply when searching for the field name
    
    Returns
    -------
    dict
        An elasticsearch query that can be used to find documents containing 
        the specified field name and condition
    """"""
    return {""query"": {""match"": {field_name: condition}}}"
10235,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_NAME"": ""IPV""
                    }
                },
                {
                    ""range"": {
                        ""TODAYS_DATE"": {
                            ""gte"": ""2021-08-31"",
                            ""lte"": ""2021-09-05""
                        }
                    }
                }
            ]
        }
    }
}
""""""

def get_vax_name(text):
    if text == 'Hepatitis B (incl HepB, Hep C)':
        return 'Hepatitis B'
    elif text == 'Influenza':
        return 'Influenza'
    else:
        return None


def generate_es_query(field_name, condition_value=None):
    """"""
    Generate an elasticsearch query based on the field name and condition value."
10243,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_NAME"": ""FLUX""
                    }
                },
                {
                    ""match"": {
                        ""DIED"": ""0""
                    }
                }
            ]
        }
    }
}
'''

def get_vax_name():
    return input(""Enter the vaccine name:"")


def get_died():
    return input(""Enter the died status (0 or 1):"")


def generate_elasticsearch_query(field_name, condition_value):
    if field_name == 'VAX_NAME':
        return {""match"": {field_name: condition_value}}

    elif field_name in ['DIED', 'ER_VISIT']:
        return {""match"": {field_name: int(condition_value)}}
    
    else:
        raise ValueError('Invalid field name')


def main"
10253,"'''

def get_vax_type(vax_type):
    if 'COM' in vax_type or 'PFI' in vax_type:
        return 'COM'
    elif 'MODERNA' in vax_type:
        return 'MODERNA'
    else:
        return None


def get_vax_name(vax_name):
    if 'COMIRNATY' in vax_name:
        return 'COMIRNATY'
    elif 'COVID-19 mRNA (nucleoside modified)' in vax_name:
        return 'COVID-19 mRNA (nucleoside modified)'
    elif 'COVID-19, mRNA, NOS' in vax_name:
        return 'COVID-19, mRNA, NOS'
    elif 'COVID-19 mRNA (ORF1b polyprotein)':"
10289,"### Generate the SQL query to extract the data from the Clinical Notes table in the database.
SQL Query:
### Extract the data from the SQL query result using Python Pandas library.
Pandas Dataframe:
### Use Matplotlib library to plot a bar chart of the top 10 most common FLUA3 values.
Matplotlib Bar Chart:
### Use Matplotlib library to plot a pie chart of the distribution of allergies among vaccine recipients.
Matplotlib Pie Chart:
"""""""
10292,'''
1030,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""AGE_YRS"": {""gte"": 63.0}}}
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME"", ""ALLERGIES""]
}

Clinical Notes: ###"
1031,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""AGE_YRS"": {""gte"": 68}}}
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME"", ""ALLERGIES""]
}

Clinical Notes: ### List all"
10315,"""""""

def get_vax_type(vax_type):
    if vax_type == ""COMBO"":
        return [""COMBO"", ""PFIZER"", ""MODERNA""]
    elif vax_type == ""PFIZER"":
        return [""PFIZER""]
    else:
        return [vax_type]


def generate_query(field_name, condition_value):
    # print(""condition_value:"", condition_value)
    if field_name in [""RECVDATE""]:
        return {
            ""range"" : {
                field_name : {
                    ""gte"" : condition_value[0], 
                    ""lte"" : condition_value[1]
                }
            }
        }
    elif field_name in [""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L"
10333,"'''

def get_es_query(field_name, condition):
    if field_name == 'RECVDATE':
        return {
            ""range"": {
                ""RECVDATE"": {
                    ""gte"": condition[0],
                    ""lte"": condition[1]
                }
            }
        }
    elif field_name == 'STATE':
        return {
            ""term"": {
                ""STATE"": condition
            }
        }
    elif field_name == 'AGE_YRS':
        return {
            ""range"": {
                ""AGE_YRS"": {
                    ""gte"": int(condition)
                }
            }
        }
    elif field_name == 'VAERS_ID':
        return {
            ""match"": {
                ""VAERS_ID"": condition
            }
        }
    elif field_name == 'SEX':
        return {
            ""term"": {
                ""SEX"": condition
            }
        }
    elif field_name == 'SY"
10352,"###How many vaccine recipients got DTAPIPV?

###Which DTAPHEPBIP is the most popular for people?


""""""
import json
from elasticsearch import Elasticsearch
es = Elasticsearch()

def get_data(index):
    res = es.search(
        index=index,
        body={
            ""query"": {
                ""match_all"": {}
            }
        },
        size=10000
    )

    return [hit['_source'] for hit in res['hits']['hits']]

def get_field_names():
    data = get_data('vaers-january-2021')
    fields = set()
    for d in data:
        fields |= set(d.keys())
    
    print(""###Elasticsearch database with field names:"")
    print(""#"", "", "".join(fields))

def extract_condition_values(question):
    # TODO: Extract the specific condition values from the question"
10355,"'''

def get_vax_type(vax_type):
    if vax_type == 'UNK':
        return True
    else:
        return False


def get_vax_dose_series(vax_dose_series):
    if vax_dose_series == '1 of 2':
        return True
    elif vax_dose_series == '2 of 2':
        return True
    else:
        return False


def get_vax_name(vax_name):
    if vax_name in ['COMIRNATY', 'COVID-19 mRNA (nucleoside modified)']:
        return True
    else:
        return False


def get_prior_vax(prior_vax):
    if prior_vax == 'No':
        return True
    else:
        return False


def get_sex(sex):
    if sex == 'Male':"
10362,'''
10391,"###How many vaccine recipients got fluA3?

###Which DTAP is the most popular for people?

###What are the top 5 states that have the highest number of deaths due to COVID-19?

###What are the top 5 states that have the highest number of hospitalizations due to COVID-19?

###What are the top 5 states that have the highest number of cases due to COVID-19?

###What are the top 5 states that have the highest number of recoveries due to COVID-19?

###What are the top 5 states that have the highest number of tests due to COVID-19?

###What are the top 5 states that have the highest number of confirmed cases due to COVID-19?

###What are the top 5 states that have the highest number of confirmed recoveries due to COVID-19?"
10394,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_MANU"": ""TEVA""
                    }
                },
                {
                    ""match"": {
                        ""VAX_NAME"": ""PHARMACEUTICALS""
                    }
                }
            ]
        }
    }
}
'''

def get_vax_name(text):
    if text == 'JANSSEN':
        return 'Janssen'
    elif text == 'MODERNA':
        return 'Moderna'
    else:
        return None


def generate_es_query(field_name, condition_value):
    # print('field_name', field_name)
    # print('condition_value', condition_value)

    es_query = {}
    if field_name in ['RECVDATE','TODAYS_DATE']:
        date_time_obj = datetime.strptime(condition_"
10401,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_MANU"": ""GLAXO""
                    }
                },
                {
                    ""match"": {
                        ""VAX_NAME"": ""BIOLOGICALS""
                    }
                }
            ]
        }
    }
}
'''

def get_vax_name(text):
    if text == 'JANSSEN':
        return 'JANSSEN-CILAG'
    elif text == 'PFIZER':
        return 'PFIZER-BIONTECH'
    else:
        return text


def generate_es_query(field_name, condition_value):
    # print('Prompt:', prompt)
    # print('Answer:')

    es_query = {}
    if field_name in ['RECVDATE', 'TODAYS_DATE']:
        date_time = datetime.strptime("
10406,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_MANU"": ""UNKNOWN""
                    }
                }
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME"", ""ALLERGIES""]
}
'''"
