,llm_result
10086,"Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES### What is the filed name?The filed name is [ ]
### What is the condition value for this field? The condition value for this field is[ ]
### Generate the Elasticsearch query based on"
1010,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""11""
                }
            }, {
                ""match"": {
                    ""PRIOR_VAX"": ""Yes""
                }
            }]
        }
    }
}"
10119,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""SYMPTOM_TEXT"": ""FLU3""
                }
            }]
        }
    },
    ""_source"": [""VAERS_ID"", ""STATE"", ""AGE_YRS"", ""SEX"", ""DIED"", ""HOSPITAL"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME"", ""ALLERGIES""]
}"
1012,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""22.0""
                }
            }, {
                ""match"": {
                    ""PRIOR_VAX"": ""Yes""
                }
            }]
        }
    }
}"
10127,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""SYMPTOM_TEXT"": ""FLUX""
                }
            }]
        }
    }
}"
1013,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""103.0""
                }
            }, {
                ""match"": {
                    ""PRIOR_VAX"": ""Yes""
                }
            }]
        }
    }
}"
10130,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""SYMPTOM_TEXT"": ""FLUA4""
                }
            }]
        }
    },
    ""_source"": [""VAERS_ID"", ""STATE"", ""AGE_YRS"", ""SEX"", ""DIED"", ""HOSPITAL"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""PRIOR_VAX"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME""]
}"
10138,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAERS_ID"": ""RV1""
                }
            }]
        }
    },
    ""_source"": [""*""]
}"
10145,"Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES### What is the filed name?The filed name is [ ]
### What is the condition value for this field? The condition value for this field is[ ]
### Generate the Elasticsearch query based on"
10147,
10148,
1016,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""72""
                }
            }, {
                ""match"": {
                    ""PRIOR_VAX"": ""Yes""
                }
            }]
        }
    }
}"
10162,"Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES### What is the filed name?The filed name is [ ]
### What is the condition value for this field? The condition value for this field is[ ]
### Generate the Elasticsearch query based on"
10171,
1020,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""96.0""
                }
            }]
        }
    }
}

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, V"
10200,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""SYMPTOM_TEXT"": ""MENB""
                }
            }, {
                ""match"": {
                    ""PRIOR_VAX"": ""Yes""
                }
            }]
        }
    }
}"
10203,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAERS_ID"": ""102345""
                }
            }, {
                ""match"": {
                    ""SYMPTOM_TEXT"": ""MEN""
                }
            }]
        }
    }
}"
10215,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAERS_ID"": ""RV1""
                }
            }]
        }
    }
}"
10224,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAERS_ID"": ""102387""
                }
            }, {
                ""match"": {
                    ""VAX_NAME"": ""DTAPIPVHIB""
                }
            }]
        }
    }
}"
10235,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAERS_ID"": ""102345""
                }
            }, {
                ""match"": {
                    ""SYMPTOM_TEXT"": ""IPV""
                }
            }]
        }
    }
}"
10243,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""SYMPTOM_TEXT"": ""FLUX""
                }
            }, {
                ""match"": {
                    ""VAERS_ID"": ""H1N1""
                }
            }]
        }
    }
}"
10253,
10289,
10292,
1030,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""63.0""
                }
            }]
        }
    }
}

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, V"
1031,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""68.0""
                }
            }]
        }
    }
}

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, V"
10315,
10333,
10352,
10355,
10362,
10391,
10394,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_MANU"": ""TEVA PHARMACEUTICALS""
                }
            }]
        }
    }
}"
10401,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_MANU"": ""GLAXOSMITHKLINE BIOLOGICALS""
                }
            }]
        }
    }
}"
10406,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAERS_ID"": ""102875""
                }
            }, {
                ""match"": {
                    ""VAX_MANU"": ""UNKNOWN MANUFACTURER""
                }
            }]
        }
    }
}"
1041,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""88.0""
                }
            }]
        }
    }
}

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, V"
1044,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""104.0""
                }
            }]
        }
    }
}

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES,"
10451,
10466,
10472,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_MANU"": ""MICHIGAN DEPT PUB HLTH""
                }
            }]
        }
    }
}"
10491,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_MANU"": ""qfaa2159""
                }
            }]
        }
    },
    ""_source"": [""VAERS_ID"", ""STUDYID"", ""STATE"", ""AGE_YRS"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", """
10503,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""L016284""
                }
            }]
        }
    },
    ""_source"": [""VAERS_ID"", ""STUDYID"", ""RECVDATE"", ""STATE"", ""AGE_YRS"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX"
10524,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""01082A""
                }
            }]
        }
    },
    ""_source"": [""VAERS_ID"", ""STUDYID"", ""RECVDATE"", ""STATE"", ""AGE_YRS"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_"
1054,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""0.67""
                }
            }]
        }
    }
}

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, V"
10566,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_MANU"": ""AMXA688A""
                }
            }]
        }
    },
    ""_source"": [""VAERS_ID"", ""STATE"", ""AGE_YRS"", ""SYMPTOM_TEXT"", ""DIED"", ""HOSPITAL"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME""]
}"
10578,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""066h21a""
                }
            }, {
                ""match"": {
                    ""VAX_DOSE_SERIES"": ""1/2""
                }
            }]
        }
    }
}"
10584,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""WAG4512""
                }
            }]
        }
    },
    ""_source"": [""VAERS_ID"", ""STUDYID"", ""RECVDATE"", ""STATE"", ""AGE_YRS"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_"
10595,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_MANU"": ""FK9694""
                }
            }]
        }
    },
    ""_source"": [""VAERS_ID"", ""STUDYID"", ""STATE"", ""AGE_YRS"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""V"
10596,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""0320H20A""
                }
            }]
        }
    },
    ""_source"": [""VAERS_ID"", ""STATE"", ""AGE_YRS"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"","
10602,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""SH8020""
                }
            }]
        }
    },
    ""_source"": [""VAERS_ID"", ""STATE"", ""AGE_YRS"", ""SYMPTOM_TEXT"", ""DIED"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME""]
}"
10607,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_MANU"": ""PF2509""
                }
            }]
        }
    },
    ""_source"": [""VAERS_ID"", ""STATE"", ""AGE_YRS"", ""SYMPTOM_TEXT"", ""DIED"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME""]
}"
10609,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_MANU"": ""#EW0191""
                }
            }]
        }
    },
    ""_source"": [""VAERS_ID"", ""STUDYID"", ""RECVDATE"", ""STATE"", ""AGE_YRS"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_"
10610,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_MANU"": ""fe5934""
                }
            }]
        }
    },
    ""_source"": [""VAERS_ID"", ""STATE"", ""AGE_YRS"", ""SYMPTOM_TEXT"", ""DIED"", ""HOSPITAL"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME""]
}"
1065,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""44.0""
                }
            }]
        }
    }
}

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, V"
10664,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""065K21A""
                }
            }, {
                ""match"": {
                    ""VAX_MANU"": ""MVU12""
                }
            }]
        }
    }
}"
10679,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""HOSPITAL"": ""ER06207""
                }
            }, {
                ""match"": {
                    ""PRIOR_VAX"": ""Yes""
                }
            }]
        }
    }
}"
10692,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""037FZ1A""
                }
            }, {
                ""match"": {
                    ""PRIOR_VAX"": ""Yes""
                }
            }]
        }
    }
}"
10700,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""042bela""
                }
            }, {
                ""match"": {
                    ""PRIOR_VAX"": ""Yes""
                }
            }]
        }
    }
}"
1072,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""92.0""
                }
            }]
        }
    }
}

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, V"
10738,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAERS_ID"": ""P100371939""
                }
            }, {
                ""match"": {
                    ""PRIOR_VAX"": ""Yes""
                }
            }]
        }
    }
}"
10762,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""EC6449""
                }
            }, {
                ""match"": {
                    ""DISABLE"": ""0""
                }
            }]
        }
    }
}"
10765,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAERS_ID"": ""1""
                }
            }, {
                ""range"": {
                    ""VAX_DATE"": {
                        ""gte"": ""2021-02-23"",
                        ""lte"": ""2021-02-23""
                    }
                }
            }]
        }
    }
}"
10769,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_MANU"": ""FJ1619""
                }
            }, {
                ""match"": {
                    ""PRIOR_VAX"": ""Yes""
                }
            }]
        }
    }
}"
10780,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""u031560""
                }
            }, {
                ""match"": {
                    ""DISABLE"": ""N""
                }
            }]
        }
    }
}"
10795,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_DATE"": ""1816022""
                }
            }]
        }
    }
}"
10807,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""043""
                }
            }]
        }
    }
}"
10828,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""0929089-09807""
                }
            }]
        }
    }
}"
10829,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_LOT"": ""E13247""
                }
            }]
        }
    }
}"
10832,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""HOSPITAL"": ""u022722""
                }
            }, {
                ""match"": {
                    ""VAX_DATE"": ""1985-03-04""
                }
            }]
        }
    }
}"
10857,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAERS_ID"": ""934906""
                }
            }, {
                ""match"": {
                    ""OFC_VISIT"": ""Yes""
                }
            }]
        }
    }
}"
1086,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""1.83""
                }
            }]
        }
    }
}

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, V"
10895,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""VAX_TYPE"": ""fj1614""
                }
            }]
        }
    },
    ""_source"": [""*""]
}"
1093,"{
    ""query"": {
        ""bool"": {
            ""must"": [{
                ""match"": {
                    ""AGE_YRS"": ""4.0""
                }
            }]
        }
    }
}

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX"
10955,
10958,"Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES### What is the filed name?The filed name is [ ]
### What is the condition value for this field? The condition value for this field is[ ]
### Generate the Elasticsearch query based on"
10968,"Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES### What is the filed name?The filed name is [ ]
### What is the condition value for this field? The condition value for this field is[ ]
### Generate the Elasticsearch query based on"
