,llm_result
10086,"###[ What is the average age of all patients who died in the United States? ]
Answer:

###[ How many patients were diagnosed with cancer in 2017? ]
Answer:

###[ Which state has the most hospitalized patients? ]
Answer:

###[ Which state has the highest number of deaths per capita? ]
Answer:

###[ Which state has the lowest number of deaths per capita? ]
Answer:

###[ Which state has the highest number of hospitalizations per capita? ]
Answer:

###[ Which state has the lowest number of hospitalizations per capita? ]
Answer:

###[ Which state has the highest percentage of deaths among all states? ]
Answer:

###[ Which state has the highest percentage of hospitalizations among all states? ]
Answer:

###[ Which state has the highest"
1010,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""age_yrs"": {""gte"": 11, ""lte"": 11}}},
                {""match"": {""vax_type"": ""COMIRNATY""}},
                {""match"": {""sex"": ""F""}}
            ],
            ""filter"": [{""term"": {""state"": ""VA""}}]
        }
    },
    ""_source"": [""vaers_id"", ""recvdate""]
}
""""""


def get_es_client():
    es = None

    try:
        # Connect to local ES instance
        es = Elasticsearch(hosts=[{""host"": ""localhost"", ""port"": 9200}], timeout=30)

        if not es.ping():
            raise ConnectionError(""Elasticsearch is unreachable."")
    except Exception as e:
        print(e)
        sys.exit()

    return es


def main():
    """"""
    Main function that"
10119,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""SYMPTOM_TEXT"": ""flu3""}}
            ],
            ""filter"": [
                {""range"": {""AGE_YRS"": {""gte"": 18}}}
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", """
1012,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""AGE_YRS"": {""gte"": 22, ""lte"": 100}}},
                {""match"": {""DIED"": ""Y""}}
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_"
10127,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""SYMPTOM_TEXT"": ""FLUX""
                    }
                },
                {
                    ""range"": {
                        ""AGE_YRS"": {
                            ""gte"": 0,
                            ""lte"": 120
                        }
                    }
                }
            ],
            ""filter"": [
                {
                    ""term"": {
                        ""DIED"": false
                    }
                }
            ]
        }
    }
}
""""""


def get_elasticsearch_query(question):
    """"""
    This function takes a natural language question as input and returns an elasticsearch query that can be used to retrieve relevant documents.

    :param question: The natural language question in string format.
    :return: An elasticsearch query in JSON format.
    """"""
    # TODO: Implement this method!
    return None"
1013,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""AGE_YRS"": {""gte"": 103}}}
            ],
            ""filter"": [
                {""term"": {""DIED"": ""N""}},
                {""term"": {""HOSPITAL"": ""Y""}}
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""V"
10130,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""SYMPTOM_TEXT"": ""FLUA4""}}
            ],
            ""filter"": [
                {""range"": {""AGE_YRS"": {""gte"": 18}}}
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"","
10138,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""SYMPTOM_TEXT"": ""RV1""}},
                {""match"": {""DIED"": ""0""}}
            ],
            ""filter"": [{""range"": {""AGE_YRS"": {""gte"": 25}}}]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX"
10145,"###[ What is the average age of a person who has got FLUX? ]
Answer:

###[ Which state has the highest number of deaths due to COVID-19? ]
Answer:

###[ Which state has the lowest number of deaths due to COVID-19? ]
Answer:

###[ Which state has the highest number of hospitalization days due to COVID-19? ]
Answer:

###[ Which state has the lowest number of hospitalization days due to COVID-19? ]
Answer:

###[ Which state has the highest number of cases due to COVID-19? ]
Answer:

###[ Which state has the lowest number of cases due to COVID-19? ]
Answer:

###[ Which state has the highest number of deaths due to allergies? ]
Answer:

###[ Which state has the lowest number of death"
10147,"{
    ""size"": 0,
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""STATE"": ""VA""}},
                {""range"": {""AGE_YRS"": {""gte"": 20}}},
                {""term"": {""DIED"": ""Y""}}
            ],
            ""filter"": [
                {""terms"": {""SYMPTOM_TEXT"": [""PNC15""]}}
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"","
10148,"{
    ""size"": 0,
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""SYMPTOM_TEXT"": ""flu3""}},
                {""range"": {""AGE_YRS"": {""gte"": 18}}}
            ],
            ""filter"": [{""term"": {""DIED"": ""N""}}]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX"
1016,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""AGE_YRS"": {""gte"": 72}}},
                {""match"": {""DIED"": ""Y""}},
                {""match"": {""STATE"": ""VA""}}
            ]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""V"
10162,"{
    ""size"": 10000,
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""STATE"": ""VA""}},
                {""range"": {""AGE_YRS"": {""gte"": 50}}},
                {""term"": {""DIED"": ""Y""}}
            ],
            ""filter"": [{""exists"": {""field"": ""PNC20""}}]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_"
10171,"{
    ""size"": 0,
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""SYMPTOM_TEXT"": ""RAB""}},
                {""range"": {""AGE_YRS"": {""gte"": 18}}}
            ],
            ""filter"": [{""term"": {""DIED"": ""N""}}]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX"
1020,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""AGE_YRS"": {""gte"": 96}}}
            ]
        }
    }
}

Prompt: ### Find all patients who have ever been hospitalized in a medical facility.
Clinical Notes: ###[ List all patients who have ever been hospitalized in a medical facility. ]
Answer:
{
    ""query"": {
        ""match"": {
            ""HOSPITAL"": ""*""
        }
    }
}

Prompt: ### Find all patients who have ever been hospitalized in a medical facility that has more than 15 days of hospitalization.
Clinical Notes: ###[ List all patients who have ever been hospitalized in a medical facility that has more than 15 days of hospitalization. ]
Answer:
{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""HOSP"
10200,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_NAME"": ""MENB""
                    }
                }
            ],
            ""filter"": [
                {
                    ""range"": {
                        ""TODAYS_DATE"": {
                            ""gte"": 2021-08-31T00:00:00Z,
                            ""lte"": 2021-09-01T00:00:00Z
                        }
                    }
                },
                {
                    ""term"": {
                        ""STATE"": ""VA""
                    }
                }
            ]
        }
    }
}
""""""


def get_es_client():
    es = None

    try:
        # Connect to local ES instance
        es = Elasticsearch(hosts=[{""host"": ""localhost"", ""port"": 9200}], timeout=60)

        if not es"
10203,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_MANU"": ""M""
                    }
                },
                {
                    ""match"": {
                        ""DIED"": ""N""
                    }
                }
            ],
            ""filter"": []
        }
    }
}
""""""

def get_vax_manu(es):
    # return all the cases where the vaccine recipient got MEN.
    q = {""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_MANU"": ""M""
                    }
                },
                {
                    ""match"": {
                        ""DIED"": ""N""
                    }
                }
            ],
            ""filter"": []
        }
    }}

    res = es.search(index=""vaers"", body=q)
    print(""Got %d Hits:"" % len(res['hits"
10215,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""VAX_NAME"": ""RV1""}},
                {""match"": {""DIED"": ""0""}}
            ],
            ""filter"": [{""range"": {""AGE_YRS"": {""gte"": 25}}}]
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_"
10224,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_NAME"": ""DTAPIPVHIB""
                    }
                }
            ],
            ""filter"": []
        }
    },
    ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME"", ""ALLERGIES"
10235,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""VAX_NAME"": ""IPV""}},
                {""range"": {""RECVDATE"": {""gte"": ""2021-08-31"", ""lte"": ""2021-09-01""}}}
            ]
        }
    },
    ""_source"": [""STATE""]
}
""""""


def get_es_client():
    es = None

    try:
        # Connect to local ES instance
        es = Elasticsearch(hosts=[{""host"": ""localhost"", ""port"": 9200}], timeout=60)

        if not es.ping():
            raise ConnectionError(""Elasticsearch is unreachable."")

    except Exception as e:
        print(""Connection error:"", str(e))

    return es


def search_by_field_name(es, index_name, field_name):
    """"""
    Search by field name in"
10243,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_NAME"": ""FLUX""
                    }
                },
                {
                    ""match"": {
                        ""VAX_MANU"": ""JANSSEN-CILAG""
                    }
                }
            ]
        }
    }
}
""""""


def get_es_client():
    es = None

    try:
        # Connect to local ES instance
        es = Elasticsearch([{'host': 'localhost', 'port': 9200}])

        if not es.ping():
            raise ConnectionError(""Elasticsearch is unreachable"")

    except Exception as e:
        print('Unable to connect to Elasticsearch: %s' % str(e))

    return es


def search_by_field(es, index, field, value):
    """"""
    Search by a single field in an index
    :param es: The elasticsearch client object"
10253,"1. How many vaccine recipients got MNQ?
2. Which BCG is the most popular for people?

Prompt: ### Elasticsearch database with field names:
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES### entify the filed name first, then extract the specific condition values from the question for this field. Generate the Elasticsearch query based on the filed name and condition value.
Clinical Notes: ###[ What"
10289,"""""""
import json
from elasticsearch import Elasticsearch


def get_es():
    es = Elasticsearch(
        [
            {
                ""host"": ""localhost"",
                ""port"": 9200,
            }
        ]
    )

    return es


def search_by_field(es):
    # Search by field
    res = es.search(index=""vaersdata"", body={""query"": {""match"": {""DIED"": True}}})
    print(""Got %d Hits:"" % res[""hits""][""total""])
    for hit in res[""hits""][""hits""]:
        print(""%(timestamp)s %(author)s: %(text)s"" % hit[""_source""])


def search_by_field_and_value(es):
    # Search by field and value
    res = es.search(
        index=""vaersdata"", body={""query"": {""match"": {""DIED"": False}}}
    )
    print(""Got %"
10292,"""""""
import json
from elasticsearch import Elasticsearch


def get_es():
    es = Elasticsearch(
        [
            {
                ""host"": ""localhost"",
                ""port"": 9200,
            }
        ]
    )

    return es


def search_by_field(es):
    # Search by field
    res = es.search(index=""vaersdata"", body={""query"": {""match"": {""DIED"": True}}})
    print(""Got %d Hits:"" % res[""hits""][""total""])
    for hit in res[""hits""][""hits""]:
        print(""%(timestamp)s %(author)s: %(text)s"" % hit[""_source""])


def search_by_field_and_value(es):
    # Search by field and value
    res = es.search(
        index=""vaersdata"", body={""query"": {""term"": {""DIED"": False}}}
    )
    print(""Got %"
1030,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""AGE_YRS"": {""gte"": 63.0}}}
            ]
        }
    }
}

Prompt: ### Find all patients who have ever been diagnosed with a heart attack in the last year.
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES###
Clinical Notes: ###[ List all"
1031,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""range"": {""AGE_YRS"": {""gte"": 68}}}
            ]
        }
    }
}

Prompt: ### Find all patients who have ever been diagnosed with a heart attack in the last year.
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DOSE_SERIES, VAX_NAME, ALLERGIES###
Clinical Notes: ###[ List all patients who"
10315,"""""""

def get_es_client():
    es = None
    try:
        # Connect to local elasticsearch instance
        es = Elasticsearch([{'host': 'localhost', 'port': 9200}])

        if not es.ping():
            raise ConnectionError

    except Exception as e:
        print(""Connection error"")
        sys.exit(1)

    return es


def search_by_field(es, index, field, value):
    """"""
    Search by a single field in an index
    :param es: The Elasticsearch client connection
    :param index: The Elasticsearch index to use
    :param field: The field to search against
    :param value: The value of the field to match
    :return: List of matching documents
    """"""
    body = {
        ""query"": {
            ""match"": {
                field: value
            }
        },
        ""_source"": [""*""]
    }

    res = es.search(index=index, body"
10333,"""""""
import json
from elasticsearch import Elasticsearch


def get_es():
    es = Elasticsearch(
        [
            {
                ""host"": ""localhost"",
                ""port"": 9200,
            }
        ]
    )

    return es


def search_by_field(es):
    # Search by field
    res = es.search(index=""vaersdata"", body={""query"": {""match"": {""DIED"": True}}})
    print(""Got %d Hits:"" % res[""hits""][""total""])
    for hit in res[""hits""][""hits""]:
        print(""%(timestamp)s %(author)s: %(text)s"" % hit[""_source""])


def search_by_field_and_value(es):
    # Search by field and value
    res = es.search(
        index=""vaersdata"", body={""query"": {""match"": {""DIED"": False}}}
    )
    print(""Got %"
10352,"""""""
import json
from elasticsearch import Elasticsearch
es = Elasticsearch()


def get_data(index):
    """"""
    This function will return all data in a given index of ElasticSearch
    :param index: The index to search within
    :return: All documents found in the index
    """"""

    # Get all documents in an index
    res = es.search(
        index=index,
        body={
            ""query"": {
                ""match_all"": {}
            }
        },
        size=10000)  # Set the number of results you want to be returned at one time. Default is 10. Max is 10000.

    # Return all documents
    return res['hits']['hits']


def get_field_names():
    """"""
    This function will return all field names in the current index
    :return: List of field names
    """"""

    # Get all documents in an index
    res = es."
10355,"""""""
import json
from elasticsearch import Elasticsearch


def get_es():
    es = Elasticsearch(
        [
            {
                ""host"": ""localhost"",
                ""port"": 9200,
            }
        ]
    )

    return es


def search_by_field(es):
    # Search by field
    res = es.search(index=""vaersdata"", body={""query"": {""match"": {""DIED"": True}}})
    print(""Got %d Hits:"" % res[""hits""][""total""])
    for hit in res[""hits""][""hits""]:
        print(""%(timestamp)s %(author)s: %(text)s"" % hit[""_source""])


def search_by_field_and_value(es):
    # Search by field and value
    res = es.search(
        index=""vaersdata"", body={""query"": {""match"": {""DIED"": False}}}
    )
    print(""Got %"
10362,"""""""

def get_es_client():
    es = None
    try:
        # Connect to local elasticsearch instance
        es = Elasticsearch([{'host': 'localhost', 'port': 9200}])

        if not es.ping():
            raise ConnectionError

    except Exception as e:
        print(""Connection error"")
        sys.exit(1)

    return es


def search_by_field(es, index, field, value):
    """"""
    Search by a single field in an index
    :param es: The Elasticsearch client connection
    :param index: The Elasticsearch index to use
    :param field: The field to search against
    :param value: The value of the field to match
    :return: List of matching documents
    """"""
    body = {
        ""query"": {
            ""match"": {
                field: value
            }
        },
        ""_source"": [""*""]
    }

    res = es.search(index=index, body"
10391,"""""""

def get_es_query(field_name, condition):
    """"""
    This function takes in a field name and a condition to generate an elasticsearch query

    Parameters
    ----------
    field_name : str
        The field name of interest
    condition : str
        The condition that we want to filter by

    Returns
    -------
    es_query : dict
        An elasticsearch query dictionary
    """"""
    
    # TODO: Fill out your code here
    if field_name == ""RECVDATE"":
        return {""range"" : {field_name : {""gte"" : condition}}}
    elif field_name == ""STATE"":
        return {""match"" : {field_name : condition}}
    else:
        return {""term"" : {field_name : condition}}


def search_es(es_client, index_name, es_query):
    """"""
    This function searches ElasticSearch using an elasticsearch client object, index name, and query

    Parameters
    ----------
    es_"
10394,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {
                    ""match"": {
                        ""VAX_MANU"": ""TEVA""
                    }
                },
                {
                    ""match"": {
                        ""VAX_NAME"": ""PHARMACEUTICALS""
                    }
                }
            ]
        }
    }
}
Prompt: ### What are the top 5 states that have the most deaths?
# RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_THREAT, HOSPITAL, HOSPDAYS, DISABLE, VAX_DATE, LAB_DATA, OTHER_MEDS, CUR_ILL, HISTORY, PRIOR_VAX, TODAYS_DATE, OFC_VISIT, VAX_TYPE, VAX_MANU, VAX_LOT, VAX_DO"
