,llm_result
10119,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""range"": {
            ""AGE_YRS"": {
              ""gte"": 18,
              ""lte"": 90
            }
          }
        },
        {
          ""match"": {
            ""SYMPTOM_TEXT"": ""flu3""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    """"""Test that a valid elasticsearch query is generated.""""""

    # Given
    question = Question(
        prompt=""Prompt"",
        answer=Answer(
            text=""Answer"",
            confidence=Confidence.HIGH,
            document=[
                Document(
                    name=""Document Name"",
                    url=""https://example.com/document-name"",
                    fields={
                        ""field_one"
1012,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""age_yrs"": {
              ""gte"": 22.0,
              ""lte"": 22.0
            }
          }
        },
        {
          ""term"": {
            ""vax_type"": ""COMBO""
          }
        }
      ],
      ""must"": [],
      ""must_not"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    # Given a question in natural language
    question = """"""
    Find all patients who received at least one of these two vaccines:
    - Pfizer-BioNTech
    - Moderna
    
    Prompt: ### Elasticsearch database with field names:
    # RECVDATE, STATE, AGE_YRS, VAERS_ID, SEX, SYMPTOM_TEXT, DIED, ER_VISIT, L_TH"
10127,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""STATE"": ""FL""
          }
        },
        {
          ""range"": {
            ""AGE_YRS"": {
              ""gte"": 18,
              ""lte"": 90
            }
          }
        }
      ],
      ""must"": [],
      ""must_not"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    """"""Test that a valid elasticsearch query is generated.""""""

    # Given
    question = Question(
        prompt=""Prompt"",
        answer=Answer(
            text=""Answer"",
            confidence=Confidence.HIGH,
            document=[
                Document(
                    name=""Document Name"",
                    url=""https://example.com/document-name"",
                    fields={
                        ""field_one"": ""value one"",
                        ""field_two"": ""value two"",
                    },
                )
            ],
        ),"
1013,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""age_yrs"": {
              ""gte"": 103.0,
              ""lte"": 103.0
            }
          }
        },
        {
          ""term"": {
            ""vax_type"": ""COMBO""
          }
        }
      ],
      ""must"": [],
      ""must_not"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    # Given a question in natural language, return an elasticsearch query that can be used to retrieve relevant documents.

    # When generating the elasticsearch query, we should use the following fields:
    # - age_yrs
    # - sex
    # - state
    # - hospital
    # - er_visit
    # - l_threat
    # - hospdays
    # - disable
    # - cur_ill
    # -"
10130,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""range"": {
            ""AGE_YRS"": {
              ""gte"": 18,
              ""lte"": 90
            }
          }
        },
        {
          ""match"": {
            ""SYMPTOM_TEXT"": ""FLUA4""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    """"""Test that a valid elasticsearch query is generated.""""""

    # Given
    question = Question(
        prompt=""Prompt"",
        answer=Answer(
            text=""Answer"",
            confidence=Confidence.HIGH,
            document=[
                Document(
                    name=""Document Name"",
                    url=""https://example.com/document-name"",
                    fields={
                        ""field_"
10138,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""range"": {
            ""AGE_YRS"": {
              ""gte"": 25,
              ""lte"": 64
            }
          }
        },
        {
          ""match"": {
            ""SYMPTOM_TEXT"": ""RV1""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  },
  ""_source"": {
    ""includes"": [
      ""RECVDATE"",
      ""STATE"",
      ""AGE_YRS"",
      ""VAERS_ID"",
      ""SEX"",
      ""SYMPTOM_TEXT"",
      ""DIED"",
      ""ER_VISIT"",
      ""L_THREAT"",
      ""HOSPITAL"",
      ""HOSPDAYS"",
      ""DISABLE"","
10145,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""RECVDATE"": {
              ""gte"": ""2021-03-01"",
              ""lte"": ""2021-04-01""
            }
          }
        },
        {
          ""term"": {
            ""STATE"": ""FL""
          }
        },
        {
          ""match"": {
            ""SYMPTOM_TEXT"": ""FLUX""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  },
  ""_source"": {
    ""includes"": [
      ""RECVDATE"",
      ""STATE"",
      ""AGE_YRS"",
      ""VAERS_ID"",
      ""SEX"",
      ""SYMPTOM_TEXT"",
      ""DIED"",
      ""ER_VISIT"",
      ""L_THREAT"","
10147,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""RECVDATE"": {
              ""gte"": ""2020-03-01"",
              ""lte"": ""2020-04-01""
            }
          }
        },
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""term"": {
            ""SYMPTOM_TEXT"": ""PNC15""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  },
  ""_source"": {
    ""includes"": [
      ""DIED"",
      ""HOSPITAL"",
      ""HOSPDAYS"",
      ""DISABLE"",
      ""CUR_ILL"",
      ""HISTORY"",
      ""PRIOR_VAX"",
      ""TODAYS_DATE"",
      ""OFC_VISIT"","
10148,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""RECVDATE"": {
              ""gte"": ""2021-04-01"",
              ""lte"": ""2021-05-01""
            }
          }
        },
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""term"": {
            ""SYMPTOM_TEXT"": ""flu3""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  },
  ""_source"": {
    ""includes"": [
      ""RECVDATE"",
      ""STATE"",
      ""AGE_YRS"",
      ""VAERS_ID"",
      ""SEX"",
      ""SYMPTOM_TEXT"",
      ""DIED"",
      ""ER_VISIT"",
      ""L_THREAT"","
1016,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""age_yrs"": {
              ""gte"": 72.0,
              ""lte"": 150.0
            }
          }
        },
        {
          ""term"": {
            ""vax_type"": ""COMBO""
          }
        }
      ],
      ""must"": [],
      ""must_not"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    """"""Test that a valid elasticsearch query is generated.""""""

    # GIVEN a list of conditions and a list of fields
    conditions = [""VAERS_ID"", ""DIED""]
    fields = [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"","
10162,"{
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""RECVDATE"": {
              ""gte"": ""2020-03-01"",
              ""lte"": ""2020-04-01""
            }
          }
        },
        {
          ""term"": {
            ""STATE"": ""TX""
          }
        },
        {
          ""term"": {
            ""SYMPTOM_TEXT"": ""PNC20""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    # Given a question in natural language
    question = """"""How many people has got PNC20?""""""

    # When generating the elasticsearch query
    es_query = generate_elasticsearch_query(question=question)"
10171,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""RECVDATE"": {
              ""gte"": ""2021-03-01"",
              ""lte"": ""2021-04-01""
            }
          }
        },
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""term"": {
            ""SYMPTOM_TEXT"": ""RAB""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  },
  ""_source"": {
    ""includes"": [
      ""RECVDATE"",
      ""STATE"",
      ""AGE_YRS"",
      ""VAERS_ID"",
      ""SEX"",
      ""SYMPTOM_TEXT"",
      ""DIED"",
      ""ER_VISIT"",
      ""L_THREAT"","
1020,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""age_yrs"": {
              ""gte"": 96.0,
              ""lte"": 96.0
            }
          }
        }
      ],
      ""must"": [],
      ""must_not"": []
    }
  },
  ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_L"
10200,"{
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""DIED"": false
          }
        },
        {
          ""term"": {
            ""STATE"": ""VA""
          }
        },
        {
          ""range"": {
            ""AGE_YRS"": {
              ""gte"": 18,
              ""lte"": 95
            }
          }
        },
        {
          ""match"": {
            ""SYMPTOM_TEXT"": ""MENB""
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    """"""Test that a valid elasticsearch query is generated.""""""

    # GIVEN a question in natural language
    question = 'What are the symptoms of meningitis?'

    # WHEN generating the corresponding elasticsearch query
    es"
10203,"{
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""DIED"": false
          }
        },
        {
          ""term"": {
            ""VAX_NAME"": ""<NAME>""
          }
        }
      ],
      ""must"": [],
      ""should"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    """"""Test that a valid elasticsearch query is generated.""""""

    # GIVEN a list of conditions and a list of fields
    conditions = [""DIED=false"", ""VAX_NAME=<NAME>""]
    fields = [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"",
              ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"",
              ""HOSPDAYS"
10215,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""VAX_NAME"": ""RV1""
          }
        },
        {
          ""range"": {
            ""TODAYS_DATE"": {
              ""gte"": ""2021-08-31"",
              ""lte"": ""2021-09-01""
            }
          }
        }
      ],
      ""must_not"": []
    }
  },
  ""_source"": {
    ""includes"": [],
    ""excludes"": []
  },
  ""stored_fields"": """",
  ""aggregations"": {},
  ""script_fields"": {},
  ""docvalue_fields"": [
    {
      ""field"": ""TODAYS_DATE"",
      ""format"": ""date_time""
    }
  ],
  ""sort"": [
    {
      ""TODAYS_DATE"": {
        ""order"
10224,"{
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""VAX_NAME"": ""DTAPIPVHIB""
          }
        },
        {
          ""range"": {
            ""TODAYS_DATE"": {
              ""gte"": ""2021-08-31"",
              ""lte"": ""2021-09-01"",
              ""format"": ""yyyy-MM-dd""
            }
          }
        }
      ],
      ""must_not"": [],
      ""should"": []
    }
  }
}
""""""


def test_generate_elasticsearch_query():
    # Given a question in natural language
    question = """"""
    What are the symptoms of COVID-19?
    """"""

    # When generating the corresponding Elasticsearch query
    elasticsearch_query = generate_elasticsearch_query(question=question)

    # Then"
10235,"{
  ""size"": 10000,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""VAX_NAME.keyword"": ""IPV""
          }
        },
        {
          ""range"": {
            ""TODAYS_DATE"": {
              ""gte"": ""2020-08-31"",
              ""lte"": ""2020-09-01"",
              ""format"": ""yyyy-MM-dd""
            }
          }
        }
      ],
      ""must_not"": []
    }
  }
}
""""""


def test_parse_question():
    q = parse_question(QUESTION)

    assert len(q[""conditions""]) == 4
    assert len(q[""key_clauses""]) == 5
    assert len(q[""field_names""]) == 17
    assert len(q[""field_values""]) =="
10243,"{
  ""size"": 0,
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""term"": {
            ""VAX_NAME.keyword"": ""FLUX""
          }
        },
        {
          ""range"": {
            ""TODAYS_DATE"": {
              ""gte"": ""2020-03-01"",
              ""lte"": ""2020-04-01"",
              ""format"": ""yyyy-MM-dd""
            }
          }
        }
      ],
      ""must"": [],
      ""should"": []
    }
  },
  ""_source"": {
    ""includes"": [
      ""RECVDATE"",
      ""STATE"",
      ""AGE_YRS"",
      ""VAERS_ID"",
      ""SEX"",
      ""SYMPTOM_TEXT"",
      ""DIED"",
      ""ER_VISIT"",
      ""L_THREAT"",
      ""HOSPITAL"","
10253,"""""""

def main():
    # load data
    df = pd.read_csv('vaers-january-2021.csv')

    # clean data
    df['VAERS_ID'] = df['VAERS_ID'].astype(str).apply(lambda x: x.zfill(7))
    df['VAX_DATE'] = pd.to_datetime(df['VAX_DATE'])
    df['TODAYS_DATE'] = pd.to_datetime(df['TODAYS_DATE'])
    df['AGE_YRS'] = df['VAX_DATE'].dt.year - df['TODAYS_DATE'].dt.year
    df['AGE_YRS'] = df['AGE_YRS'].fillna(-999)
    df['DIED'] = df['DIED'].replace({'Y': 'Yes', 'N': 'No'})
    df['CUR_ILL'] = df['CUR"
10289,"""""""
import json
from elasticsearch import Elasticsearch


def main():
    es = Elasticsearch()

    # Get a list of all indices in our cluster
    indices = es.indices.get('*')
    print(json.dumps(indices))

    # Get a list of all indices that start with ""logstash-""
    logstash_indices = [index for index in indices if index.startswith('logstash-')]
    print(json.dumps(logstash_indices))

    # Get a list of all indices that end with ""-2019""
    year_indices = [index for index in indices if index.endswith('-2019')]
    print(json.dumps(year_indices))

    # Get a list of all indices that contain both ""logstash-"" and ""-2019""
    combined_indices = [index for index in indices if 'logstash-' in index and '-2019' in index]
    print(json.dumps(combined"
10292,"""""""

def main():
    # load data
    df = pd.read_csv('vaers-january-2021.csv')

    # clean data
    df['VAERS_ID'] = df['VAERS_ID'].astype(str).apply(lambda x: x.zfill(7))
    df['VAX_DATE'] = pd.to_datetime(df['VAX_DATE'])
    df['RECVDATE'] = pd.to_datetime(df['RECVDATE'])
    df['SYMPTOM_TEXT'] = df['SYMPTOM_TEXT'].fillna('')
    df['ALLERGIES'] = df['ALLERGIES'].fillna('')
    df['OTHER_MEDS'] = df['OTHER_MEDS'].fillna('')
    df['HISTORY'] = df['HISTORY'].fillna('')
    df['PRIOR_VAX'] = df['PRIOR_VAX'].fillna('')
    df"
1030,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""age_yrs"": {
              ""gte"": 63.0,
              ""lte"": 63.0
            }
          }
        }
      ],
      ""must"": [],
      ""must_not"": []
    }
  },
  ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_L"
1031,"{
  ""query"": {
    ""bool"": {
      ""filter"": [
        {
          ""range"": {
            ""age_yrs"": {
              ""gte"": 68.0,
              ""lte"": 68.0
            }
          }
        }
      ],
      ""must"": [],
      ""must_not"": []
    }
  },
  ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"", ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"", ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"", ""VAX_TYPE"", ""VAX_MANU"", ""VAX_L"
10315,"""""""

def main():
    # load data
    df = pd.read_csv('vaers-jan2021.csv')

    # clean data
    df['VAERS_ID'] = df['VAERS_ID'].astype(str).apply(lambda x: x.zfill(7))
    df['VAX_DATE'] = pd.to_datetime(df['VAX_DATE'])
    df['TODAYS_DATE'] = pd.to_datetime(df['TODAYS_DATE'])
    df['AGE_YRS'] = df['VAX_DATE'].dt.year - df['TODAYS_DATE'].dt.year
    df['DIED'] = df['DIED'].fillna('')
    df['SYMPTOM_TEXT'] = df['SYMPTOM_TEXT'].fillna('')
    df['ALLERGIES'] = df['ALLERGIES'].fillna('')
    df['HISTORY'] = df['"
10333,"""""""

def main():
    # load data
    df = pd.read_csv('vaers-january-2021.csv')

    # clean data
    df['VAERS_ID'] = df['VAERS_ID'].astype(str).apply(lambda x: x.zfill(7))
    df['VAX_DATE'] = pd.to_datetime(df['VAX_DATE'])
    df['TODAYS_DATE'] = pd.to_datetime(df['TODAYS_DATE'])
    df['AGE_YRS'] = df['VAX_DATE'].dt.year - df['TODAYS_DATE'].dt.year
    df['AGE_YRS'] = df['AGE_YRS'].fillna(-999)
    df['DIED'] = df['DIED'].replace({'Y': 'Yes', 'N': 'No'})
    df['CUR_ILL'] = df['"
10352,"""""""

def main():
    # load data
    df = pd.read_csv(os.path.join('data', 'vaers-january-2021.csv'))

    # clean data
    df['RECVDATE'] = pd.to_datetime(df['RECVDATE'])
    df['SYMPTOM_TEXT'].fillna('', inplace=True)
    df['ALLERGIES'].fillna('', inplace=True)
    df['HISTORY'].fillna('', inplace=True)
    df['PRIOR_VAX'].fillna('', inplace=True)
    df['TODAYS_DATE'].fillna('', inplace=True)
    df['VAX_MANU'].fillna('', inplace=True)
    df['VAX_LOT'].fillna('', inplace=True)
    df['VAX_NAME'].fillna('', inplace=True)
    df['VAX_TYPE'].fillna('', inplace=True)
    df['OTHER_MEDS']."
10355,"""""""
import json
from elasticsearch import Elasticsearch
es = Elasticsearch()


def get_query(question):
    # TODO: write your code here

    return {
        ""size"": 10000,
        ""_source"": [""RECVDATE"", ""STATE"", ""AGE_YRS"", ""VAERS_ID"", ""SEX"", ""SYMPTOM_TEXT"", ""DIED"",
                    ""ER_VISIT"", ""L_THREAT"", ""HOSPITAL"", ""HOSPDAYS"", ""DISABLE"", ""VAX_DATE"", ""LAB_DATA"",
                    ""OTHER_MEDS"", ""CUR_ILL"", ""HISTORY"", ""PRIOR_VAX"", ""TODAYS_DATE"", ""OFC_VISIT"",
                    ""VAX_TYPE"", ""VAX_MANU"", ""VAX_LOT"", ""VAX_DOSE_SERIES"", ""VAX_NAME"", ""ALLERGIES""],"
10362,"""""""

def main():
    # load data
    df = pd.read_csv('vaers-january-2021.csv')

    # clean data
    df['VAERS_ID'] = df['VAERS_ID'].astype(str).apply(lambda x: x.zfill(7))
    df['VAX_DATE'] = pd.to_datetime(df['VAX_DATE'])
    df['TODAYS_DATE'] = pd.to_datetime(df['TODAYS_DATE'])
    df['AGE_YRS'] = df['VAX_DATE'].dt.year - df['TODAYS_DATE'].dt.year
    df['AGE_YRS'] = df['AGE_YRS'].fillna(-1)
    df['DIED'] = df['DIED'].replace({'Y': 'Yes', 'N': 'No'})
    df['CUR_ILL'] = df['CUR_ILL"
10391,"""""""

def main():
    # load data
    df = pd.read_csv('vaers-january-2021.csv')

    # clean data
    df['VAERS_ID'] = df['VAERS_ID'].astype(str).apply(lambda x: x.zfill(7))
    df['VAX_DATE'] = pd.to_datetime(df['VAX_DATE'])
    df['TODAYS_DATE'] = pd.to_datetime(df['TODAYS_DATE'])
    df['AGE_YRS'] = df['VAX_DATE'].dt.year - df['TODAYS_DATE'].dt.year
    df['AGE_YRS'] = df['AGE_YRS'].fillna(-999)
    df['DIED'] = df['DIED'].replace({'Y': 'Yes', 'N': 'No'})
    df['CUR_ILL'] = df['CUR"
