,llm_result
10086,"Clinical Notes: ### On 01/30/2021, what percentage of people have been recorded?
Answer:

Clinical Notes: ### On 01/30/2021, how many people have been recorded in the state of California?
Answer:

Clinical Notes: ### On 01/30/2021, what percentage of people have been recorded in the state of California?
Answer:

Clinical Notes: ### On 01/30/2021, how many people have been recorded in the state of California and have received the vaccine?
Answer:

Clinical Notes: ### On 01/30/2021, what percentage of people have been recorded in the state of California and have received the vaccine?
Answer:

Clinical Notes: ### On"
1010,"# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""11.0"", ""lte"": ""11.0""}}}}}

Clinical Notes: ### Return all 11.0 years old vaccine recipients. 
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""11.0"", ""lte"": ""11.0""}}}}}

Clinical Notes: ### Return all 11.0 years old vaccine recipients. 
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_Y"
10119,
1012,"{
    ""took"": 3,
    ""timed_out"": false,
    ""_shards"": {
        ""total"": 5,
        ""successful"": 5,
        ""skipped"": 0,
        ""failed"": 0
    },
    ""hits"": {
        ""total"": 687,
        ""max_score"": null,
        ""hits"": [
            {
                ""_index"": ""vaers"",
                ""_type"": ""_doc"",
                ""_id"": ""100000000000000000000000000000000000000000000000000000000000000000000000000000"
10127,
1013,"# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""103.0""}}}}}

Clinical Notes: ### Return all vaccine recipients who received their first dose of vaccine in 2019. 
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""VAX_DATE"": {""lte"": ""2019-12-31""}}}}}

Clinical Notes: ### Return all vaccine recipients who received their second dose of vaccine in 2020. 
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{"""
10130,
10138,
10145,
10147,
10148,
1016,"{
    ""took"": 3,
    ""timed_out"": false,
    ""_shards"": {
        ""total"": 5,
        ""successful"": 5,
        ""skipped"": 0,
        ""failed"": 0
    },
    ""hits"": {
        ""total"": 68,
        ""max_score"": null,
        ""hits"": [
            {
                ""_index"": ""vaers"",
                ""_type"": ""_doc"",
                ""_id"": ""1000000000000000000000000000000000000000000000000000000000000000000000000000000"
10162,
10171,
1020,"# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""96.0"", ""lte"": ""96.0""}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""range"":{""OFC_VISIT"":{""gte"":""now-3M""}}},{""match"":{""OFC_VISIT"":null}}]}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":"""
10200,
10203,
10215,
10224,
10235,
10243,
10253,
10289,
10292,
1030,"# POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""63.0""}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 2 weeks.
Answer:
# POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""range"":{""OFC_VISIT"":{""lte"":""now-2w""}}},{""range"":{""OFC_VISIT"":{""gt"":""now-2w""}}}]}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 2 weeks.
Answer:
# POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{"""
1031,"# POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""68.0""}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""range"":{""OFC_VISIT"":{""lte"":""now-3M""}}},{""match"":{""OFC_VISIT"":null}}]}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{"""
10315,
10333,
10352,
10355,
10362,
10391,
10394,
10401,
10406,
1041,"# POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""88.0""}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""range"":{""OFC_VISIT"":{""lte"":""now-3M""}}},{""match"":{""OFC_VISIT"":null}}]}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{"""
1044,"# POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""104.0""}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""range"":{""OFC_VISIT"":{""lte"":""now-3M""}}},{""match"":{""OFC_VISIT"":null}}]}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":["
10451,"Clinical Notes: ### How many JOHNSON & JOHNSON vaccine has been used. 
Answer:

Clinical Notes: ### How many MODERNA vaccine has been used. 
Answer:

Clinical Notes: ### How many SINOVAC vaccine has been used. 
Answer:

Clinical Notes: ### How many ASTRAZENECA vaccine has been used. 
Answer:

Clinical Notes: ### How many PFIZER\BIONTECH vaccine has been used. 
Answer:

Clinical Notes: ### How many JOHNSON & JOHNSON vaccine has been used. 
Answer:

Clinical Notes: ### How many MODERNA vaccine has been used. 
Answer:

Clinical Notes: ### How"
10466,"Clinical Notes: ### How many GLAXOSMITHKLINE BIOLOGICALS vaccine has been used. 
Answer:

Clinical Notes: ### How many GLAXOSMITHKLINE BIOLOGICALS vaccine has been used. 
Answer:

Clinical Notes: ### How many GLAXOSMITHKLINE BIOLOGICALS vaccine has been used. 
Answer:

Clinical Notes: ### How many GLAXOSMITHKLINE BIOLOGICALS vaccine has been used. 
Answer:

Clinical Notes: ### How many GLAXOSMITHKLINE BIOLOGICALS vaccine has been used. 
Answer:

Clinical Notes: ### How many GLAXOSMITHKLINE BIOLOGICALS vacc"
10472,
10491,
10503,
10524,
1054,"# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""0.67""}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""range"":{""OFC_VISIT"":{""lte"":""now-3M""}}},{""match"":{""OFC_VISIT"":null}}]}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{"""
10566,
10578,
10584,
10595,
10596,
10602,
10607,
10609,
10610,
1065,"# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""44.0"", ""lte"": ""44.0""}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last year.
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""exists"":{""field"":""OFC_VISIT""}},{""range"":{""OFC_VISIT"":{""gte"":""now-365d""}}}]}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last year.
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"","""
10664,
10679,
10692,
10700,
1072,"# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""92.0"", ""lte"": ""92.0""}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""range"":{""OFC_VISIT"":{""gte"":""now-3M""}}},{""match"":{""OFC_VISIT"":null}}]}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":"""
10738,
10762,
10765,"# POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""date"":{""gte"": ""2021-02-23T00:00:00Z"",""lte"": ""2021-02-23T23:59:59Z""}}}}}

Clinical Notes: ### Find all the cases where the vaccine recipients got vaccinated in 02/23/2021. 
Answer:
# POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""date"":{""gte"": ""2021-02-23T00:00:00Z"",""lte"": ""2021-02-23T23:5"
10769,
10780,
10795,"# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAERS_ID',""AUTO"",'1816022'}}}}}

Clinical Notes: ### List all the records where they took their shot in 1816022. 
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAERS_ID',""AUTO"",'1816022'}}}}}

Clinical Notes: ### List all the records where they took their shot in 1816022."
10807,"# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'HOSPITAL',""AUTO"",'043'}}}}}

Clinical Notes: ### List all the records where they took their shot in 043. 
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'HOSPITAL',""AUTO"",'043'}}}}}

Clinical Notes: ### List all the records where they took their shot in 043. 
Answer:
# POST_scripts/4{""script"":{""lang"
10828,
10829,"# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""RECVDATE"":""E13247""}},{""match"":{""STATE"":""E13247""}},{""match"":{""AGE_YRS"":""E13247""}},{""match"":{""VAERS_ID"":""E13247""}},{""match"":{""SEX"":""E13247""}},{""match"":{""SYMPTOM_TEXT"":""E13247""}},{""match"":{""DIED"":""E13247""}},{""match"":{""ER_VISIT"":""E13247""}},{""match"":{""L_THREAT"":""E13247""}},{""match"":{""HOSPITAL"":""E13247""}},{""match"":{""HOSPDAYS"":""E13"
10832,
10857,"# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAERS_ID',""AUTO"",'934906'}}}}}

Clinical Notes: ### List all the records where they took their shot in 934906. 
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAERS_ID',""AUTO"",'934906'}}}}}

Clinical Notes: ### List all the records where they took their shot in 934906. 
Answer:"
1086,"# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""1.83"", ""lte"": ""1.83""}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 6 months.
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""range"":{""OFC_VISIT"":{""gt"":""now-6M""}}},{""match"":{""OFC_VISIT"":null}}]}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 6 months.
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"
10895,
1093,"# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""4.0"", ""lte"": ""4.0""}}}}}

Clinical Notes: ### List all patients who are 5.0 years old. 
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""5.0"", ""lte"": ""5.0""}}}}}

Clinical Notes: ### List all patients who are 6.0 years old. 
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""6.0"
10955,
10958,
10968,
1098,"# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""range"":{""AGE_YRS"": {""gte"": ""29.0"", ""lte"": ""29.0""}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""range"":{""OFC_VISIT"":{""gte"":""now-3M""}}},{""match"":{""OFC_VISIT"":null}}]}}}}}

Clinical Notes: ### List all patients who have had an office visit in the last 3 months.
Answer:
# POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":"""
10986,
11002,
11016,
11062,
11070,
1109,"Clinical Notes: ### How many patients are 100.0 years old.
Answer:

Clinical Notes: ### How many patients are 100.0 years old.
Answer:

Clinical Notes: ### How many patients are 100.0 years old.
Answer:

Clinical Notes: ### How many patients are 100.0 years old.
Answer:

Clinical Notes: ### How many patients are 100.0 years old.
Answer:

Clinical Notes: ### How many patients are 100.0 years old.
Answer:

Clinical Notes: ### How many patients are 100.0 years old.
Answer:

Clinical Notes: ### How many patients are 100.0 years old.
Answer:

Clinical Notes: ### How"
11097,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX_DOSE_SERIES',""AUTO"",'7+'}}}}}

Clinical Notes: ### Return all the cases where the vaccine series is 7+. 
Answer:
POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX_DOSE_SERIES',""AUTO"",'7+'}}}}}

Clinical Notes: ### Return all the cases where the vaccine series is 7+. 
Answer:
POST_scripts/4{""script"":{""lang"":"""
11100,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX_DOSE_SERIES',""UNK""}}}}}"
11119,
11134,
11136,
11173,
11179,
11190,
11205,
11207,
11209,
11214,
11223,
11227,
1127,"Clinical Notes: ### How many patients are 18.0 years old.
Answer:

Clinical Notes: ### How many patients are 18.0 years old.
Answer:

Clinical Notes: ### How many patients are 18.0 years old.
Answer:

Clinical Notes: ### How many patients are 18.0 years old.
Answer:

Clinical Notes: ### How many patients are 18.0 years old.
Answer:

Clinical Notes: ### How many patients are 18.0 years old.
Answer:

Clinical Notes: ### How many patients are 18.0 years old.
Answer:

Clinical Notes: ### How many patients are 18.0 years old.
Answer:

Clinical Notes: ### How many patients are 18.0"
11286,
11289,
11296,
11303,
11309,"# POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""VAX_TYPE"":""RA""}},{""match"":{""VAX_TYPE"":""AR""}}]}}}}}

Clinical Notes: ### Find all cases where people vaccinated in RA and AR. 
Answer:
# POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""VAX_TYPE"":""RA""}},{""match"":{""VAX_TYPE"":""AR""}}]}}}}}

Clinical Notes: ### Find all cases where people vaccinated in RA and AR. 
Answer:
# POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":["
11315,"# POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""STATE"":""AR""}},{""match"":{""STATE"":""LA""}}]}}}}}

Clinical Notes: ### Find all cases where people vaccinated in AR and LA. 
Answer:
# POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""STATE"":""AR""}},{""match"":{""STATE"":""LA""}}]}}}}}

Clinical Notes: ### Find all cases where people vaccinated in AR and LA. 
Answer:
# POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""STATE"":""AR""}},{""match"":{""STATE"
11347,"# POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""STATE"":""RA""}},{""match"":{""STATE"":""LA""}}]}}}}}

Clinical Notes: ### Find all cases where people vaccinated in RA or LA. 
Answer:
# POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""minimum_should_match"":""1"",""should"":[{""match"":{""STATE"":""RA""}},{""match"":{""STATE"":""LA""}}]}}}}}

Clinical Notes: ### Find all cases where people vaccinated in RA and LA and died. 
Answer:
# POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""must"":[{"""
11348,
1135,"Clinical Notes: ### How many patients are 89.0 years old.
Answer:

Clinical Notes: ### How many patients are 89.0 years old.
Answer:

Clinical Notes: ### How many patients are 89.0 years old.
Answer:

Clinical Notes: ### How many patients are 89.0 years old.
Answer:

Clinical Notes: ### How many patients are 89.0 years old.
Answer:

Clinical Notes: ### How many patients are 89.0 years old.
Answer:

Clinical Notes: ### How many patients are 89.0 years old.
Answer:

Clinical Notes: ### How many patients are 89.0 years old.
Answer:

Clinical Notes: ### How many patients are 89.0"
11355,"# POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""STATE"":""AR""}},{""match"":{""STATE"":""MO""}}]}}}}}

Clinical Notes: ### Provide all records that took vaccination in AR and MO. 
Answer:
# POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""STATE"":""AR""}},{""match"":{""STATE"":""MO""}}]}}}}}

Clinical Notes: ### Provide all records that took vaccination in AR and MO. 
Answer:
# POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""STATE"":""AR""}},{""match"":{""STATE"
11360,"POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""STATE"":""LA""}},{""match"":{""STATE"":""LG""}}]}}}}}

Clinical Notes: ### Provide all records that took vaccination in LG and LA. 
Answer:
POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""STATE"":""LA""}},{""match"":{""STATE"":""LG""}}]}}}}}

Clinical Notes: ### Provide all records that took vaccination in LG and LA. 
Answer:
POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""STATE"":""LA""}},{""match"":{"""
11362,"POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""STATE"":""AR""}},{""match"":{""STATE"":""NS""}}]}}}}}

Clinical Notes: ### Provide all records that took vaccination in AR and NS. 
Answer:
POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""STATE"":""AR""}},{""match"":{""STATE"":""NS""}}]}}}}}

Clinical Notes: ### Provide all records that took vaccination in AR and NS. 
Answer:
POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""STATE"":""AR""}},{""match"":{""STATE"":""NS"""
11369,"POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""VAX_TYPE"":""UN""}},{""match"":{""VAX_TYPE"":""OT""}}]}}}}}

Clinical Notes: ### Provide all records that took vaccination in OT and UN. 
Answer:
POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""VAX_TYPE"":""UN""}},{""match"":{""VAX_TYPE"":""OT""}}]}}}}}

Clinical Notes: ### Provide all records that took vaccination in OT and UN. 
Answer:
POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{"""
1137,"Clinical Notes: ### How many patients are 0.58 years old.
Answer:

Clinical Notes: ### How many patients are 0.58 years old.
Answer:

Clinical Notes: ### How many patients are 0.58 years old.
Answer:

Clinical Notes: ### How many patients are 0.58 years old.
Answer:

Clinical Notes: ### How many patients are 0.58 years old.
Answer:

Clinical Notes: ### How many patients are 0.58 years old.
Answer:

Clinical Notes: ### How many patients are 0.58 years old.
Answer:

Clinical Notes: ### How many patients are 0.58 years old.
Answer:

Clinical Notes: ### How many patients are 0.58"
11372,"POST_scripts/5{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""VAX_TYPE"":""UN""}},{""match"":{""VAX_TYPE"":""OT""}}]}}}}}

Clinical Notes: ### Provide all records that took vaccination in UN and OT. 
Answer:
POST_scripts/6{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{""match"":{""VAX_TYPE"":""UN""}},{""match"":{""VAX_TYPE"":""OT""}}]}}}}}

Clinical Notes: ### Provide all records that took vaccination in UN and OT. 
Answer:
POST_scripts/7{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""bool"":{""should"":[{"""
11438,
11442,
11460,
11467,
11478,
11487,
